video_id,publish_date,passive_voice_count,relative_frequency,vvn_strings
-jmhSzlzga8,20240713,8,0.7525870178739417,"prepared, done, affected, expected, announced, expected, announced, announced"
850a4O0xOOw,20240424,3,0.37267080745341613,"eliminated, reported, called"
GBIaaI1YZPI,20231206,10,0.5257623554153523,"told, held, defined, maintained, quoted, involved, rephrased, ravaged, killed, butchered"
ir_Xp7ykVd0,20240805,2,0.21953896816684962,"prepared, launched"
a-WsHmFUv4I,20231208,5,0.30284675953967294,"filmed, displaced, declared, promised, hit"
PWhHz7ArSUY,20240617,12,0.6169665809768637,"diagnosed, bombed, denied, meant, denied, damaged, made, met, announced, announced, demarcated, reported"
0F9Vp2wZeiE,20231107,3,0.2958579881656805,"caught, shown, delivered"
IkXPAXeIQGw,20240114,7,0.6869479882237487,"killed, killed, killed, forced, struck, injured, waged"
gSd6YAV7XzE,20240411,1,0.08143322475570033,designed
M5MRJWATAJ0,20240120,2,0.2098635886673662,"damaged, damaged"
Mm2YrtX4vc0,20240420,10,0.33222591362126247,"seen, killed, called, broken, crossed, broken, carried, shot, intercepted, asked"
CSWiKMIF53g,20240813,4,0.24110910186859552,"killed, told, killed, humilated"
VRglv5jy4xA,20240120,7,0.5617977528089888,"killed, announced, targeted, killed, killed, hit, taken"
7GR4essgFtE,20240121,2,0.12507817385866166,"injured, intercepted"
6GH8ae9THYs,20240522,2,0.24937655860349126,"expected, done"
Olg8RKH6Ako,20231022,1,0.08756567425569177,focused
XLURQKTkrp4,20240831,2,0.3194888178913738,"reported, limited"
tkbbLX767nw,20240619,1,0.12224938875305623,evacuated
T1JUGqHv88g,20231028,6,0.22091310751104565,"put, strengthened, seen, shouted, shouted, murdered"
9RatMqYFJaY,20240229,2,0.21482277121374865,"granted, criticized"
eIuFFYhIB5Q,20240527,7,0.3239241092086997,"suspended, politicized, killed, taken, made, outraged, killed"
l_6kQuNWJNA,20240104,5,0.16960651289009498,"killed, taken, assassinated, considered, called"
CiX2AAFnIZ4,20240801,15,0.4789272030651341,"heard, seen, involved, killed, established, accused, killed, infiltrated, humiliated, caught, softened, described, gone, killed, embarrassed"
1mH8D3Tq6tI,20240108,0,0.0,
oYLuyMdaVu8,20231208,4,0.19851116625310172,"displaced, closed, wounded, devastated"
PWilxLvWoJs,20240821,1,0.06377551020408163,build
ESXej2HlKF4,20240520,6,0.192492781520693,"tried, known, driven, appointed, made, made"
tzwu4uvAXV0,20240820,2,0.32,"offered, reiterated"
NVdy-fBcGyU,20240809,12,0.5633802816901409,"released, issued, released, released, done, abandoned, taken, killed, destroyed, done, killed, killed"
kyR3oR--fRs,20240810,11,0.7372654155495978,"taken, rushed, destroyed, displaced, destroyed, destroyed, destroyed, deprived, forced, displaced, given"
VmOSS9TzEKE,20240620,1,0.10224948875255625,killed
CN7N-TMAolo,20240616,4,0.6106870229007634,"broken, killed, killed, killed"
2FR7nCCHGno,20231122,25,0.34125034125034126,"released, affected, arrested, published, taken, United, agreed, guided, dispersed, held, held, held, backed, United, divided, seemed, discussed, retracted, diverted, raised, agreed, accepted, kidnapped, taken, consulted"
BYotE1y0zJM,20240608,18,0.7168458781362007,"announced, rescued, supported, held, held, held, taken, killed, rescued, killed, injured, taken, brought, kept, killed, rescued, rescued, held"
bO9Qmvuh2Tg,20231012,15,0.4574565416285453,"hit, halted, destroyed, killed, affected, prevented, foreseen, prevented, shown, killed, forced, killed, crushed, treated, killed"
68jBd1sxeKg,20240812,1,0.11376564277588168,killed
9apcmWZOGFc,20231014,2,0.09233610341643582,"asked, given"
gWOsbRHGlcU,20240109,6,0.46801872074883,"killed, killed, killed, killed, killed, killed"
iOY1uZAntpE,20240110,2,0.14738393515106854,"involved, killed"
_DapixwTvfM,20240508,5,0.2901915264074289,"intended, told, displaced, displaced, ordered"
L6HGrJTzJW0,20240717,6,0.44609665427509293,"used, killed, overwhelmed, told, told, committed"
cJts0id4Yio,20231019,5,0.30864197530864196,"taken, killed, killed, declared, devastated"
Yyw6zcKBrdc,20240326,7,0.31919744642042863,"adopted, surprised, surprised, tabled, vetoed, tabled, held"
MveGs0c0I10,20240529,3,0.11971268954509177,"worried, conferred, told"
H6CEKVSjg7o,20240112,70,0.34305317324185247,"invoked, adopted, set, butchered, executed, tortured, provided, burned, acknowledged, requested, denied, destroyed, struck, killed, concealed, made, described, forwarded, expected, refused, instituted, received, received, assuaged, understood, violated, established, made, addressed, prepared, prepared, made, mentioned, harmed, bombed, exploded, given, engaged, attacked, stolen, coordinated, taken, damaged, withdrawn, appointed, addressed, granted, ordered, said, observed, held, recognized, disputed, copied, included, granted, identified, requested, established, made, refused, granted, indicated, indicated, granted, submitted, adopted, established, founded, placed"
ktjxPKVcTsA,20231018,2,0.45977011494252873,"based, caused"
eAsW3sJO_Ho,20240414,8,0.3740065451145395,"fired, intercepted, heard, intercepted, injured, involved, struck, intended"
QoRa4xRxC1U,20231016,3,0.14563106796116504,"seen, based, abducted"
sEUBYsE7KsI,20240320,6,0.4467609828741623,"ordered, involved, employed, ordered, involved, released"
g0jlm806woI,20240511,4,0.5025125628140703,"told, given, asked, displaced"
EFz95B2WF14,20231027,5,0.18705574261129815,"shattered, warned, fired, aimed, killed"
_WL4e7S_MHI,20240404,6,1.1009174311926606,"made, killed, killed, taken, targeted, killed"
zSffJTiTAak,20240406,12,0.4952538175815105,"carried, carried, fired, fired, tried, dismissed, reprimanded, done, used, changed, reduced, taken"
QDeqW7hT1WM,20231017,1,0.1287001287001287,led
5498Z9gcrjc,20240323,3,0.4784688995215311,"devastated, told, appalled"
wOsA80Z4Ag0,20240212,14,1.0534236267870578,"taken, freed, killed, named, released, rescued, taken, carried, located, done, needed, carried, displaced, done"
U5CUcKFBNUc,20231114,10,0.4770992366412214,"crowded, removed, released, shown, supposed, intercepted, scripted, dumped, absolved, released"
d81WUbKPuU8,20231226,1,0.10193679918450561,killed
rfu2WOsZ5o4,20231114,2,0.12610340479192939,"devastated, atted"
snoy6iVME2Y,20231011,8,0.24752475247524752,"killed, caught, fired, taken, given, given, tasked, crossed"
yvw1-YXj_wA,20231027,2,0.2257336343115124,"seen, killed"
0KcJ3oxHaxo,20240703,2,0.23557126030624262,"followed, told"
yMvJDORndQA,20240728,5,0.2829654782116582,"killed, laid, killed, injured, misfired"
VaBhAqHQi-U,20240728,7,0.7675438596491228,"killed, named, killed, Heard, conducted, launched, paid"
KZWNrqj_aUQ,20240605,10,0.38714672861014326,"stolen, supposed, declared, reclassified, issued, presented, rejected, presented, presented, discussed"
p31MkKh3_Mg,20240828,9,0.9090909090909091,"killed, designed, killed, held, found, abducted, taken, killed, freed"
adFozd_251w,20240117,2,0.19342359767891684,"worried, taken"
uk9ubM0csuM,20231017,2,0.3048780487804878,"killed, taken"
BjeCJwBciQ4,20240505,1,0.17064846416382254,motivated
zFkRzjL5yys,20240405,1,0.06811989100817438,welcomed
ykfy40QF-IA,20240506,9,0.5628517823639775,"told, dropped, expanded, carried, echoed, targeted, targeted, killed, removed"
iWGuTjIHbpg,20231223,2,0.2068252326783868,"killed, killed"
JyhiIMn-Hk0,20240903,22,0.5789473684210527,"recovered, kidnapped, killed, joined, killed, killed, used, reported, asked, asked, asked, called, called, arrested, arrested, burned, killed, held, incriminated, rearmed, asked, frustrated"
wLJLLKMdxnQ,20240407,4,0.29895366218236175,"constructed, reached, evicted, agreed"
cX6WYo70i28,20240507,3,0.15657620041753653,"targeted, told, sabotaged"
y194ZODAZc0,20240413,10,0.43308791684712,"launched, confirmed, issued, launched, crossed, put, given, involved, called, hid"
VY4O4AET2Ls,20240831,3,0.3058103975535168,"shot, armed, targeted"
QwCl_ZdWwWc,20240421,3,0.3409090909090909,"killed, met, known"
x9HDECy_IWs,20240607,9,1.5332197614991483,"targeted, scattered, killed, hid, used, condemned, killed, killed, condemned"
H3Ghh3eP9ZQ,20240214,7,1.0294117647058822,"captured, taken, elected, arrested, released, called, called"
7FYyFDWv5ms,20240721,2,0.21645021645021645,"wounded, intercepted"
Q3Iin7myj5Q,20240518,13,0.9232954545454546,"seen, found, killed, taken, murdered, transferred, completed, recovered, presumed, identified, taken, needed, involved"
ukuny2Ay67g,20231201,8,0.3432003432003432,"displaced, caught, set, reported, killed, displaced, hit, achieved"
EMfPBXnWLhU,20231031,14,0.37735849056603776,"freed, laid, believed, rescued, killed, taken, rescued, involved, laid, killed, rescued, killed, martyred, killed"
3QDcB8GLmBQ,20231016,3,0.28708133971291866,"taken, obtained, killed"
Tyc-GHS_Eqo,20240409,5,0.4340277777777778,"displaced, launched, submitted, displaced, killed"
eTv6M599Dg0,20231027,0,0.0,
M4sTJS3EHD8,20240511,3,0.21613832853025938,"cleared, found, buried"
JWZ4Y_DdsK4,20240219,0,0.0,
TCSK5YHETtg,20240408,3,0.1664816870144284,"pulled, occupied, fired"
LJeJNU-oDIo,20240515,3,0.26785714285714285,"killed, declared, asked"
mjmeJMCKpQg,20231019,4,0.2066115702479339,"cut, displaced, piled, targeted"
CT7U_yKsmH8,20240225,1,0.16260162601626016,rejected
sBpEB0skFIw,20240226,1,0.05941770647653001,ordered
7r1pISRLPXc,20231218,8,0.43103448275862066,"killed, killed, promoted, killed, released, taken, held, caught"
nrLRCWPLJ_w,20231202,12,0.49403046521202143,"killed, asked, told, held, released, released, released, asked, killed, received, destroyed, killed"
7yZLam_CFAc,20231127,7,0.45781556572923476,"held, designated, killed, released, released, released, released"
VzjCJ1Xmi5s,20240713,10,0.5211047420531527,"killed, displaced, meant, hit, killed, repeated, killed, carried, killed, killed"
_Lrg-KB08cU,20240423,2,0.17123287671232876,"taken, distracted"
l7ctYdNSBu0,20240329,1,0.10810810810810811,hit
,,2,0.2828854314002829,"rewarded, killed"
Zczwmx0JONA,20240415,8,0.21923814743765419,"killed, directed, designed, done, shown, displaced, shown, neglected"
Feeqsq8E3OE,20231210,3,0.4,"forced, displaced, displaced"
02UMlRn7Rsg,20231230,8,0.5115089514066496,"bombed, flattened, displaced, displaced, destroyed, displaced, displaced, set"
qVvPx4CEWNQ,20240401,11,0.4204892966360856,"killed, carried, found, ended, accused, wiped, killed, identified, rendered, released, proven"
PzNGmYirftU,20231227,2,0.14154281670205238,"killed, displaced"
8sCiKqZzZdw,20240105,5,0.4363001745200698,"assassinated, arrested, hidden, damaged, killed"
GCth901nvCc,20240515,3,0.15806111696522657,"signed, cut, sent"
Ob29-6FP1LM,20231121,10,0.2443195699975568,"told, killed, released, rescued, kidnapped, told, founded, displaced, displaced, learned"
tRw5nzED8Vc,20240825,8,0.41601664066562666,"directed, evacuated, scheduled, taken, developed, instituted, developed, used"
DKDBA7k8pIE,20231119,4,0.4700352526439483,"reached, evacuated, evacuated, granted"
LQBDmU88yhk,20231224,6,0.5882352941176471,"killed, killed, retrieved, killed, left, killed"
LTs0TD86XZY,20240304,0,0.0,
r3DVBUEeNHI,20240213,3,0.16393442622950818,"shattered, wounded, killed"
ZpUdpIVQUes,20240411,3,0.423728813559322,"targeted, killed, hammered"
pHzWANTg5Do,20231103,10,0.4480286738351254,"damaged, killed, killed, cut, bombed, thought, returned, separated, killed, killed"
mkZQLqyctbE,20240131,3,0.3708281829419036,"disguised, closed, killed"
C1YxYTzxNaM,20231017,8,0.904977375565611,"killed, said, displaced, killed, taken, struck, struck, struck"
vUW-bjI_fYE,20231102,6,0.4511278195488722,"opened, destroyed, taken, allowed, killed, shot"
v5nJUm_S2XE,20231108,0,0.0,
PqR1IFz5da8,20231020,4,0.1567398119122257,"killed, described, impacted, hit"
2UsWYOySpaE,20231203,9,0.5392450569203115,"designated, targeted, dashed, martyred, displaced, asked, asked, moved, shared"
DqjYVpFDT7A,20231130,23,0.8388037928519329,"extended, killed, extended, submitted, killed, killed, released, received, beamed, supposed, released, held, released, arrested, expected, arrested, arrested, arrested, released, accused, extended, negotiated, killed"
5XBKuPfL38U,20231020,6,0.9230769230769231,"named, released, abducted, taken, released, released"
80x3D2cyMkM,20240220,7,0.4478566858605247,"vetoed, left, left, patched, traumatized, killed, forced"
nq_qFO-laps,20231203,3,0.2626970227670753,"designated, martyred, displaced"
TWe4WD7gRmg,20240101,0,0.0,
Kw3kJexNRos,20240825,7,0.35052578868302453,"launched, completed, attributed, changed, restricted, lifted, lifted"
2L5baeKhENc,20240320,7,0.9549795361527967,"suspended, allowed, commissioned, made, involved, commissioned, revealed"
p9RQUDqsMN8,20231023,2,0.8097165991902834,"killed, killed"
XSu9tUFY9ug,20240411,3,0.3826530612244898,"destroyed, surrounded, killed"
upFEpXLRaSY,20240803,7,0.5542359461599367,"buried, assassinated, eliminated, killed, assassinated, killed, carried"
PG5vWrMHrRc,20240403,1,0.10515247108307045,called
o7HRmNkuaI4,20231018,2,0.14265335235378032,"done, defeated"
lpClW9FQ9uY,20240125,3,0.29069767441860467,"ordered, killed, killed"
QGFQjevHvC8,20240212,3,0.6741573033707865,"impeded, elected, murdered"
Cu5AvAvE8dA,20240902,8,0.63441712926249,"killed, recovered, targeted, transported, extinguished, killed, seen, prevented"
,,5,0.14363688595231255,"born, kidnapped, raped, asked, reported"
XbdJHMjdV4Q,20231121,7,0.39436619718309857,"killed, built, designed, built, told, beheaded, presented"
CqSC6JnaNhU,20240202,2,0.22346368715083798,"killed, struck"
sRCqSM0ZpUg,20231207,7,0.3526448362720403,"told, promised, divided, classified, forced, killed, forced"
locxUq3-x2M,20240213,16,0.9586578789694428,"rescued, kidnapped, flown, rescued, saved, killed, designated, taken, released, taken, held, released, released, died, died, sced"
5KS_pq4oJck,20240215,1,0.09900990099009901,killed
sdO-kRVF-dQ,20240507,5,0.5252100840336135,"met, displaced, dropped, closed, closed"
ZxGvUolnjXs,20240814,10,0.48285852245292127,"held, arrested, beaten, turned, strapped, done, held, appointed, released, shocked"
HeuTMhYHFxA,20240720,7,1.3513513513513513,"killed, told, informed, fired, approved, killed, injured"
LP9WHVfho9U,20231015,6,0.23023791250959325,"asked, penetrated, killed, ordered, carried, carried"
a65xh3gPLg8,20240131,2,0.24330900243309003,"released, abandoned"
_mwyv8krjMM,20240422,16,1.078894133513149,"killed, kidnapped, entrusted, made, stationed, worried, undertaken, found, found, raided, exhumed, discovered, killed, injured, aimed, carried"
VQokZPdMp58,20231211,4,0.38204393505253104,"displaced, released, used, killed"
ZGhRoMhsPfU,20240608,10,0.8613264427217916,"freed, taken, extracted, reunited, rescued, rescued, expected, killed, ordered, killed"
lBk-ZPUzZl0,20231103,11,0.5004549590536852,"damaged, killed, killed, struck, struck, killed, shot, killed, set, cancelled, delivered"
NYBO4GEcpY0,20240123,5,0.2997601918465228,"killed, killed, fired, taken, described"
RkphW70WucI,20240617,12,0.6342494714587738,"killed, spotted, killed, killed, coordinated, made, met, welcomed, welcomed, told, conditioned, closed"
6XfAbXE-nFA,20240527,0,0.0,
lNpe1MvCJl4,20240325,2,0.3053435114503817,"established, held"
jNsv89je2JM,20240901,8,0.7540056550424128,"kidnapped, seized, killed, murdered, found, executed, found, murdered"
e6MS8EaJDxM,20231017,4,0.16522098306484925,"adopted, called, shared, abducted"
SvVHDhNDalY,20240211,1,0.09775171065493646,formed
C1LODQglFEQ,20240128,0,0.0,
VXmKyFXSS4s,20240723,6,0.43478260869565216,"supposed, strained, put, used, killed, targeted"
CKY0yf31QlM,20240219,2,0.16260162601626016,"blocked, closed"
c-YtlSWKQJc,20240318,4,0.4314994606256742,"killed, asked, raided, dropped"
Bxm9eB43iVc,20240212,15,0.6861848124428179,"rescued, kidnapped, flown, rescued, saved, killed, designated, ordered, freed, released, torn, displaced, told, involved, felt"
WWf_FqsjuA0,20231023,5,0.3861003861003861,"dragged, butchered, supposed, supposed, used"
bNRMb1tpq_8,20240622,2,0.22988505747126436,"targeted, provided"
80SFN3DZ2Kw,20240822,7,0.579950289975145,"kidnapped, abandoned, deadlocked, brought, involved, opposed, arrested"
,,0,0.0,
DEoIZ6uDhrQ,20240901,6,0.967741935483871,"announced, kidnapped, killed, recovered, killed, supposed"
JbpenBgUILE,20240623,14,1.0510510510510511,"tied, injured, shot, told, transferred, killed, hit, wiped, reduced, targeted, destroyed, transferred, released, injured"
hLRR5D0WvYQ,20240416,5,0.22563176895306858,"tightened, set, crossed, established, overshadowed"
uVPwFm-rK_U,20240417,7,0.30081650193382037,"shot, destroyed, trained, served, seen, seen, done"
n5TujA-LViY,20240525,1,0.13089005235602094,impacted
rjeqtF6s3cI,20231022,7,0.4286589099816289,"killed, struck, killed, shot, bolstered, put, struck"
NTOnawy4FNE,20240526,2,0.4484304932735426,"issued, ordered"
aqHVk3EMpXU,20231112,7,0.9900990099009901,"agreed, proposed, rejected, agreed, invited, considered, received"
BshOoXXUgDs,20231103,3,0.33519553072625696,"carried, looked, expelled"
Ew7YhPYTKW4,20231020,24,0.24643187185542664,"cancelled, called, taken, kidnapped, called, destroyed, released, released, taken, killed, bombed, supposed, forced, downed, downed, taken, pulled, planned, abducted, taken, taken, fired, canceled, called"
dgTDZEsiy3M,20240719,13,0.12590799031476999,"requested, made, adopted, occupied, established, carried, established, applied, established, demolished, deprived, brought, found"
YFRNQ1tFPfc,20240126,11,0.19727403156384504,"addressed, adopted, represented, committed, killed, reported, destroyed, told, killed, closed, made"
GzeK0HziiZw,20240517,44,0.49449314452685994,"rejected, placed, given, fired, caused, identified, fired, identified, abducted, blown, taken, confirmed, kidnapped, confirmed, killed, killed, Unleashed, provided, opened, assigned, adopted, prepared, released, engaged, leveled, held, closed, shut, disrupted, provided, achieved, detailed, appointed, shut, reviewed, detailed, transferred, extended, established, harmed, harmed, harmed, killed, described"
0Pl2HpuR81E,20240118,15,0.2640845070422535,"shattered, burned, born, kidnapped, burned, taken, handled, stopped, launched, presented, derailed, brought, heard, identified, brought"
3Ak8sDGZv9o,20240724,14,0.3023105160872382,"freed, reunited, taken, killed, wounded, wounded, killed, established, accused, leveled, killed, applied, supported, relieved"
sz0O7_Ex2Po,20240516,69,0.4847548124209639,"celebrated, triggered, entrusted, made, directed, raised, killed, confirmed, crammed, bombed, made, instructed, reduced, described, ordered, described, issued, displaced, forced, forced, described, motivated, forced, killed, described, killed, injured, exposed, forced, forced, reduced, decapitated, discovered, identified, discovered, killed, drawn, forced, spoken, realized, presented, triggered, closed, prevented, made, ordered, compelled, subjected, ordered, killed, found, relieved, rewarded, honored, presented, rewarded, brought, prosecuted, foreseen, killed, destroyed, killed, used, adopted, intended, brought, wielded, respected, amended"
l6UlYAfkQlU,20231103,24,0.1761080129145876,"killed, killed, destroyed, killed, focused, cut, killed, taken, killed, hit, killed, damaged, closed, displaced, supported, injured, taken, impacted, brought, adopted, accounted, killed, indicated, approved"
Pf7epFRpcUg,20231024,0,0.0,
Pf7epFRpcUg,20231024,0,0.0,
AlzmA9PSWpk,20240425,19,0.11735639283508338,"implemented, brought, completed, considered, stipulated, stated, recognized, exposed, sent, forfeited, sent, implemented, met, established, recognized, established, based, deterred, marked"
_DQtpglNubE,20231222,7,0.13247539742619227,"adopted, adopted, adopted, submitted, achieved, stated, adopted"
Dx1nkJpyRs0,20231221,22,0.15400770038501924,"killed, made, displaced, damaged, damaged, suspended, received, forced, made, rescinded, rescinded, killed, destroyed, renewed, met, spared, ignored, needed, taken, sent, mured, repeated"
CILMjZdqMrY,20231020,37,0.25819958129797627,"asked, replaced, put, adopted, killed, proposed, found, kidnapped, voted, displaced, said, killed, killed, let, said, struck, proven, injured, hit, killed, injured, struck, mentioned, killed, destroyed, taken, settled, opened, killed, written, attacked, cut, forced, adopted, hit, lost, exceeded"
2_GcBAql0Lk,20240220,31,0.21078398041748828,"afforded, ignored, shared, held, destroyed, Unleashed, adopted, submitted, urged, presented, circulated, killed, described, driven, stalled, voted, brought, killed, saved, agreed, demanded, taken, taken, located, found, proven, downed, displaced, killed, said, supported"
yveXJyV6s30,20240322,27,0.25570603276825454,"written, displaced, wiped, come, put, engaged, focused, vested, adopted, pinned, destroyed, killed, put, conducted, killed, maimed, rejected, informed, respected, reported, adopted, portrayed, established, toppled, executed, carried, carried"
24l_ez-mEJI,20240420,48,0.18096135721017906,"recognized, underpinned, spent, deployed, crafted, reinforced, invaded, pleased, riged, known, tortured, occupied, ordered, attempted, said, obstructed, told, seized, made, kidnapped, recognized, called, handcuffed, asked, narrowed, provided, deemed, killed, murdered, subjected, massacred, offset, burned, murdered, killed, killed, forced, displaced, cut, caught, postponed, postponed, requested, postponed, postponed, postponed, requested, requested"
1TDvt7cOilk,20231104,1,0.041718815185648725,delayed
HQOPt5Z9MLg,20240126,2,0.10162601626016261,"pleased, voted"
o0T-ZwstVbI,20231113,0,0.0,
KfCdSTfZ52Q,20240831,0,0.0,
O-WRsAahY24,20231117,28,0.7040482775961779,"destroyed, canceled, intended, promised, caused, taken, ordered, struck, evacuated, updated, followed, asked, held, found, known, kidnapped, released, killed, found, brought, taken, discovered, captured, released, laid, captured, killed, raised"
vr83ODWJa8M,20240118,7,0.776914539400666,"announced, seized, broken, shocked, filled, displaced, covered"
dupqb6Jz0-A,20231113,10,0.4098360655737705,"targeted, killed, rejected, displaced, imprisoned, curtailed, spread, arrested, attacked, mentioned"
uMpkqPjO8_U,20240805,3,0.2938295788442703,"entangled, imposed, attacked"
yHZLRHqlHqg,20240807,1,0.17123287671232876,killed
fjGmthl9jcA,20231128,11,0.4095309009679821,"transferred, released, released, left, told, involved, involved, recognized, given, taken, seen"
6PIlRdmGHwE,20240229,5,0.8445945945945946,"killed, rushed, described, released, killed"
gpotCgz69ZM,20240210,7,0.46760187040748163,"killed, moved, given, told, moved, wiped, decimated"
eDe_aCgXkdg,20231207,20,0.8274720728175424,"murdered, raped, burned, committed, caught, collected, raped, planned, brought, shocked, cut, Meant, done, meant, committed, killed, burnt, allowed, said, committed"
zLmreKz-KvU,20240815,4,0.3215434083601286,"breastfed, killed, issued, presented"
nfq8eALmnvo,20240304,1,0.11185682326621924,held
Ttr1eDj8Jng,20240129,0,0.0,
RgdFOIiRpr0,20240119,2,0.28530670470756064,"destroyed, repeated"
wMZaObPq9Wo,20240211,0,0.0,
lPVqomC80VA,20240725,3,0.07073803348266919,"met, inclined, called"
B9ClG6Mo2Cs,20231012,8,0.34379028792436617,"taken, dealt, presented, killed, presented, missed, prepared, prepared"
V3DsKWBP1l8,20240904,1,0.13793103448275862,asked
pOLcUkTwIfU,20240430,3,0.12028869286287089,"achieved, displaced, increased"
gDqH0Cd6Mlo,20240401,1,0.0846740050804403,characterized
DydkqzJDy3Q,20240121,2,0.3448275862068966,"killed, wounded"
-e8fkwng56M,20231221,4,0.258732212160414,"damaged, killed, released, sent"
r8JaTJF0pLM,20231103,6,0.17341040462427745,"hit, used, killed, killed, conducted, stuck"
hNw_co97tEE,20231030,11,0.858034321372855,"taken, freed, received, released, released, released, provided, debriefed, released, done, held"
B2zcfvETBIw,20240624,3,0.42674253200568996,"prepared, stalled, displaced"
R4WUtac5NTs,20231231,2,0.23255813953488372,"reduced, reduced"
rIeGLAoiOSw,20231014,10,0.31605562579013907,"cut, killed, announced, abducted, displaced, prepared, taken, met, kidnapped, told"
GK_X1kjAuDM,20240902,0,0.0,
8av4nTx27o0,20240505,0,0.0,
SFnEyHuq2_Q,20240624,2,0.09057971014492754,"taken, brought"
Y9IRBU44UOo,20240604,3,0.5217391304347827,"declared, set, suggested"
iqYrBfL8EVc,20231102,6,0.40595399188092013,"dubbed, killed, killed, given, targeted, targeted"
3gOewqYeXK0,20240513,8,0.3234937323089365,"forced, sent, reported, told, left, dedicated, left, pulled"
-i_SaSg-hPg,20240519,3,0.35799522673031026,"targeted, hit, delivered"
IKETzTQimwI,20231025,13,0.28205684530266867,"reversed, done, watched, granted, interviewed, taken, damaged, blocked, conducted, handed, used, repeated, given"
8_RWto93dRU,20240310,3,0.38022813688212925,"given, granted, told"
3-Ztp8GIAQc,20231027,4,0.2304147465437788,"shocked, rejected, quoted, accelerated"
hWf6kD_5ncw,20240711,0,0.0,
67h4MwBRJBE,20231017,12,0.6072874493927125,"signed, violated, honored, respected, started, breached, made, claimed, killed, killed, dropped, dropped"
7vJqNDB_SUs,20240124,5,0.4006410256410256,"arrested, arrested, found, arrested, reported"
WKLyHMQhnm0,20240214,5,0.4646840148698885,"forced, told, suspended, sent, talked"
77xSTrdVD-g,20240123,1,0.130718954248366,killed
qKSWeOgnk3I,20231110,0,0.0,
P0A2sGtC6IM,20240523,0,0.0,
Vio1nmrm6_o,20240328,3,0.17251293847038526,"attacked, meant, stepped"
XucIVKzSzVU,20231020,7,1.078582434514638,"arrested, injured, banned, murdered, set, shocked, attacked"
42lmdVCYudQ,20240827,2,0.22123893805309736,"found, vaccinated"
w0pwkbA0js4,20231228,5,0.3094059405940594,"thrown, conducted, held, fired, deducted"
eh1bKkN7MRg,20240121,12,0.5991013479780329,"killed, taken, released, scared, taken, taken, found, murdered, returned, murdered, killed, closed"
56jNbNk5trA,20231016,5,0.4945598417408506,"broken, shocked, treated, formed, killed"
VoRSrUvMXCU,20231104,0,0.0,
TVrvGM1PonU,20240902,8,0.5594405594405595,"killed, covered, killed, discovered, brought, killed, found, released"
opWTLWT6PxU,20231206,0,0.0,
lAlPEbxlMiM,20231021,1,0.12594458438287154,reopened
ZPafG-0dR-A,20240527,6,0.5504587155963303,"killed, harmed, cut, eliminated, discovered, taken"
mfIJ7UzKFhE,20231024,22,0.5925127928898465,"opened, targeted, destroyed, targeted, killed, killed, hit, killed, killed, known, bombed, bombed, broken, killed, shot, touted, suggested, considered, undermined, elected, held, shaken"
a80LVITBCro,20240724,1,0.08741258741258741,started
4_5RTrAjnIo,20240422,3,0.31645569620253167,"involved, based, put"
W9Bc5i0KotU,20240207,5,0.5875440658049353,"made, received, killed, taken, released"
-51aXUXSWdI,20240330,0,0.0,
6fDq1gWRiZw,20231114,3,0.16997167138810199,"left, crowded, removed"
6zhggptQaMI,20231129,8,0.6389776357827476,"called, told, raped, killed, broken, raped, elected, chained"
YzVdovXXDGY,20231012,4,0.48484848484848486,"killed, carried, killed, killed"
oRTezEvIZsY,20240712,4,0.5108556832694764,"demolished, deemed, relocated, traumatized"
e--DsM1kuEo,20240102,1,0.29239766081871343,evacuated
VqOgj1zrQv0,20240214,2,0.3824091778202677,"created, targeted"
Uy7bmfTJwt8,20240527,9,0.8754863813229572,"fired, reported, damaged, told, allowed, manifested, sent, looted, attacked"
_NUQaSOmXto,20231030,12,1.5037593984962405,"injured, deployed, arrested, injured, suppressed, looted, set, stormed, stormed, suspected, hung, made"
CTVgedXNpPs,20240425,1,0.12180267965895249,called
kVNYRqqV03o,20240808,2,0.2403846153846154,"harmed, assassinated"
RcPUUgdbbSo,20231101,1,0.12150668286755771,cut
SwpcIxw7uqs,20240402,9,0.5027932960893855,"hit, killed, killed, attacked, attacked, decimated, confirmed, halted, killed"
_Oio_f99q6w,20240828,6,0.38095238095238093,"killed, designed, hit, wounded, injured, reached"
Pcsl1TtrrWM,20240309,6,0.2566295979469632,"surprised, completed, targeted, tasked, delivered, allowed"
_Wkb6S1muEQ,20240311,5,0.5274261603375527,"cleared, believed, killed, confirmed, received"
CJg9v4Q6bjs,20231128,1,0.12610340479192939,slammed
aqGojIF6Fxw,20240407,8,0.6711409395973155,"killed, kidnapped, taken, subjected, said, captured, weakened, jeopardized"
9vzk3CXRnM0,20240207,4,0.29563932002956395,"born, grown, created, considered"
x0KNs1mWBfs,20231231,3,0.14506769825918764,"displaced, referred, released"
