video_id,publish_date,total_term_count,total_word_count,israel,gaza,hamas,people,israeli,know,war,think,hostages,iran,israel_relative,gaza_relative,hamas_relative,people_relative,israeli_relative,know_relative,war_relative,think_relative,hostages_relative,iran_relative
JiARfFE_AiM,20240131,38,910,5,11,4,5,1,3,6,3,0,0,5494.505494505495,12087.91208791209,4395.604395604396,5494.505494505495,1098.901098901099,3296.7032967032965,6593.406593406593,3296.7032967032965,0.0,0.0
K30VZ5-Iepo,20240120,36,854,6,12,1,6,1,3,6,1,0,0,7025.76112412178,14051.52224824356,1170.9601873536299,7025.76112412178,1170.9601873536299,3512.88056206089,7025.76112412178,1170.9601873536299,0.0,0.0
wh3QTVj8ta4,20240407,10,279,0,0,0,5,0,2,3,0,0,0,0.0,0.0,0.0,17921.146953405016,0.0,7168.458781362007,10752.688172043012,0.0,0.0,0.0
dTRVE4lV_sc,20240823,23,600,8,3,0,7,1,1,2,1,0,0,13333.333333333334,5000.0,0.0,11666.666666666668,1666.6666666666667,1666.6666666666667,3333.3333333333335,1666.6666666666667,0.0,0.0
Ruq6YlmvXHU,20231106,149,2226,31,5,19,1,3,30,16,11,0,33,13926.325247079963,2246.1814914645106,8535.489667565138,449.23629829290206,1347.7088948787064,13477.088948787063,7187.780772686433,4941.599281221923,0.0,14824.797843665769
u7UF4sooLEk,20240215,60,785,24,10,5,1,5,0,13,1,1,0,30573.248407643314,12738.853503184713,6369.426751592357,1273.8853503184712,6369.426751592357,0.0,16560.509554140128,1273.8853503184712,1273.8853503184712,0.0
WGmUq0UP5GQ,20240225,13,336,3,3,1,2,2,0,2,0,0,0,8928.571428571428,8928.571428571428,2976.190476190476,5952.380952380952,5952.380952380952,0.0,5952.380952380952,0.0,0.0,0.0
1CpJCOk17w4,20240719,48,877,13,3,15,5,6,0,3,3,0,0,14823.261117445838,3420.7525655644245,17103.76282782212,5701.254275940707,6841.505131128849,0.0,3420.7525655644245,3420.7525655644245,0.0,0.0
NsNDr6Su65I,20240821,54,928,22,11,8,0,10,0,0,1,0,2,23706.896551724138,11853.448275862069,8620.689655172413,0.0,10775.862068965518,0.0,0.0,1077.5862068965516,0.0,2155.1724137931033
cBSUICMFDiE,20231031,93,2183,11,34,8,21,5,7,7,0,0,0,5038.937242327072,15574.896930829134,3664.6816307833255,9619.789280806232,2290.4260192395786,3206.59642693541,3206.59642693541,0.0,0.0,0.0
QW-cWj7WatE,20240710,78,1369,22,8,16,7,11,5,7,0,2,0,16070.124178232285,5843.681519357195,11687.36303871439,5113.221329437546,8035.0620891161425,3652.300949598247,5113.221329437546,0.0,1460.9203798392987,0.0
YT3CV8T6_vY,20240810,36,693,6,6,7,5,4,7,1,0,0,0,8658.008658008657,8658.008658008657,10101.010101010103,7215.007215007215,5772.005772005772,10101.010101010103,1443.001443001443,0.0,0.0,0.0
mex-jSmyh48,20231225,94,2525,11,29,6,29,3,5,8,1,2,0,4356.435643564357,11485.148514851486,2376.237623762376,11485.148514851486,1188.118811881188,1980.1980198019803,3168.3168316831684,396.03960396039605,792.0792079207921,0.0
RaI0NwxzDWw,20240102,100,2004,32,5,31,7,5,6,8,1,2,3,15968.063872255487,2495.0099800399203,15469.061876247504,3493.013972055888,2495.0099800399203,2994.011976047904,3992.0159680638717,499.00199600798396,998.0039920159679,1497.005988023952
3RRSZ-l4uGs,20240129,35,1205,2,1,2,0,0,5,7,0,0,18,1659.7510373443984,829.8755186721992,1659.7510373443984,0.0,0.0,4149.377593360996,5809.128630705394,0.0,0.0,14937.759336099585
t1zqjgGKxzU,20240129,36,1301,2,1,2,2,0,3,2,8,0,16,1537.2790161414296,768.6395080707148,1537.2790161414296,1537.2790161414296,0.0,2305.9185242121443,1537.2790161414296,6149.116064565718,0.0,12298.232129131437
L5wEjLNUGlc,20231112,124,3380,26,16,17,26,18,7,7,7,0,0,7692.307692307692,4733.7278106508875,5029.585798816568,7692.307692307692,5325.443786982249,2071.0059171597636,2071.0059171597636,2071.0059171597636,0.0,0.0
6H5qelKTDew,20240311,37,1651,8,16,1,2,5,2,3,0,0,0,4845.548152634767,9691.096305269533,605.6935190793458,1211.3870381586917,3028.4675953967294,1211.3870381586917,1817.0805572380375,0.0,0.0,0.0
NslmiNi8g_8,20240221,77,1644,23,8,2,11,13,3,13,2,2,0,13990.267639902677,4866.1800486618,1216.54501216545,6690.997566909975,7907.542579075426,1824.817518248175,7907.542579075426,1216.54501216545,1216.54501216545,0.0
JgbVZq1BhI8,20240216,40,1261,9,10,1,8,7,3,2,0,0,0,7137.192704203013,7930.214115781126,793.0214115781126,6344.171292624901,5551.149881046788,2379.064234734338,1586.0428231562253,0.0,0.0,0.0
