file_name,video_id,publish_date,total_word_count,Lemma_Israel,Lemma_Gaza,Lemma_Hamas,Lemma_War,Lemma_Hostages,Lemma_Iran,Lemma_Palestine,Lemma_Aid,Lemma_Military,Token_Palestinians,Token_Israelis,Lemma_Palestinian,Lemma_Israeli,Lemma_Humanitarian,Lemma_Ceasefire,Lemma_Rafa,Lemma_Netanyahu,Lemma_Hospital,Lemma_Children,Lemma_Minister,Lemma_Attack,Lemma_Killed,Lemma_Hezbollah,Lemma_Civilians,Lemma_Lebanon,Lemma_Terrorist,Lemma_terror,Lemma_Westbank,Lemma_Egypt,Lemma_Support,Lemma_Biden,Lemma_Court,Lemma_Food,Lemma_Water,Lemma_Electricity,Lemma_Health,Lemma_Negotiations,Lemma_Militia,Lemma_Family,Lemma_Hostage,Lemma_Refugee,Lemma_Protest,Lemma_Islamic,Lemma_unra,Lemma_Unrwa,Lemma_Diplomatic,Lemma_Jewish,Lemma_Suffering,Lemma_Casualties,Lemma_Death,Lemma_Militant,Lemma_Soldiers,Lemma_Human,Lemma_Prisoners,Lemma_Escalation,Lemma_Fuel,Lemma_Supplies,Lemma_Civilian,Lemma_idf,Lemma_Displace,Lemma_UN,Lemma_Israeli Government,Lemma_October 7th,Lemma_United states,Lemma_Evacuate corridor,Lemma_Terror attacks,Lemma_Release hostages,Lemma_United Nations,Lemma_Israeli military
gaza update how much aid relief will get into gaza as the truce comes into effect  dw news_treetagger_output.txt,gYiEEu4-f0s,20231124,4097,23,50,21,5,9,0,0,18,8,3,4,5,15,9,12,7,0,0,11,1,0,1,0,0,0,0,3,0,6,2,1,0,4,9,1,0,2,0,2,2,0,0,1,0,0,0,0,1,1,0,0,3,0,8,0,9,6,1,1,1,2,0,0,0,0,0,0,0,0
"gaza update idf strikes khan younis in southern gaza, renews calls for mass evacuations  dw news_treetagger_output.txt",Q5paF8cALsc,20231205,1936,12,30,7,4,0,0,0,1,7,0,0,0,8,0,0,0,0,2,4,0,1,0,0,5,0,0,0,0,1,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
gaza update indonesian hospital reportedly received evacuation order  dw news_treetagger_output.txt,qLwNWATuVVw,20231123,3147,11,12,28,4,20,0,0,7,16,0,1,0,12,3,9,0,0,12,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,4,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,4,0,0,0,0,0,0,0,0
"gaza update israel adamant about rafah offensive, over 100 palestinians die  dw news_treetagger_output.txt",DJPNkvLvnl0,20240218,704,7,14,3,3,0,0,0,0,1,1,0,0,6,1,1,3,0,12,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gaza update israel expands ground offensive to every part of the gaza strip  dw news_treetagger_output.txt,uLdv113Mn9w,20231204,3793,25,36,28,9,10,0,0,6,12,4,1,1,12,8,6,1,1,1,2,1,1,4,0,8,1,2,0,0,1,0,0,0,2,3,1,1,0,0,1,2,3,0,0,0,0,0,0,1,8,2,0,0,1,0,0,1,1,14,1,0,2,0,0,0,0,0,0,0,0
"gaza update israel intensifies bombing on gaza, prepares for expected ground operation  dw news_treetagger_output.txt",TPDSbBydLW4,20231023,1697,11,29,18,4,2,0,0,4,4,0,0,2,9,4,0,2,3,1,2,3,2,2,1,1,1,3,0,0,1,0,1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,7,2,3,2,0,1,0,0,0,0,0,0,0,0
gaza update israel steps up strikes as dire humanitarian situation worsens  dw news_treetagger_output.txt,87m6LOCi_Cw,20231028,2065,8,24,4,10,2,0,0,1,4,0,5,2,6,5,4,0,0,1,1,1,0,0,0,1,0,0,1,0,0,7,0,0,1,1,1,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0
gaza update israel to consider cease-fire as part of hostage deal  dw news_treetagger_output.txt,F-qKjLxYYSw,20231220,1753,17,9,6,1,7,0,0,1,0,0,0,1,0,4,6,2,1,1,1,1,0,3,0,1,0,1,1,0,3,0,0,0,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0
gaza update israel's military claims to have found major hamas base  dw news_treetagger_output.txt,sVmsNN_RN7w,20231221,1291,11,10,14,2,5,0,0,2,4,0,0,0,10,0,7,3,2,0,0,4,1,2,0,2,0,2,0,0,2,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
gaza update israel's military says it has breached hamas defenses in khan younis  dw news_treetagger_output.txt,q7BrwJ8LREc,20231207,3469,23,19,22,6,19,0,0,1,4,2,3,0,10,4,6,0,1,1,3,3,3,3,0,2,0,5,1,0,1,1,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,5,0,0,2,2,1,1,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0
gaza update israeli activists block 'vital' aid deliveries into gaza  dw news_treetagger_output.txt,opUDordkmZk,20240207,1587,16,12,15,5,12,0,0,5,0,0,2,3,5,2,5,0,7,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gaza update israeli forces enter gaza's second largest city khan younis  dw news_treetagger_output.txt,iHbEhdnz9qM,20231206,1863,15,17,16,3,3,0,0,0,12,2,0,1,10,5,3,3,1,0,1,2,0,3,0,7,0,3,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
gaza update israeli troops enter nasser hospital in khan younis  dw news_treetagger_output.txt,_IRYYHoQS9g,20240215,646,9,7,8,0,6,0,0,0,1,1,0,0,1,1,0,1,0,11,0,0,1,3,0,5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"gaza update negotiations set to resume in cairo, israel keeps up attacks in gaza  dw news_treetagger_output.txt",HEFnxGufZhU,20240822,792,16,7,9,1,2,0,0,0,0,0,0,3,10,0,2,0,0,0,3,1,0,2,0,2,0,2,1,0,6,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gaza update netanyahu visits troops inside gaza  dw news_treetagger_output.txt,xO3OF0C5yjQ,20240719,373,5,4,2,1,2,0,0,0,2,0,0,2,6,0,2,3,4,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gaza update un about to halt aid operations due to lack of fuel  dw news_treetagger_output.txt,LEDlu-3Ujek,20231025,1219,9,16,8,3,2,0,0,7,1,0,0,5,5,12,6,1,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,2,3,2,0,0,0,0,2,1,0,0,1,0,1,0,2,1,0,1,0,2,0,0,20,5,3,0,0,10,0,0,0,0,0,0,0,0
"gaza update un chief to visit rafah, us ceasefire resolution vetoed in unsc  dw news_treetagger_output.txt",H2EycTjH97I,20240323,2599,32,26,7,10,2,0,0,4,3,4,1,4,9,7,14,20,8,0,0,7,0,2,0,3,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"gaza update video of alleged tunnel under al-shifa, hostage deal in the works  dw news_treetagger_output.txt",fcaIVECkzo4,20231120,1615,15,15,14,0,6,0,0,1,3,0,0,1,3,3,0,1,0,19,2,0,2,1,0,0,0,1,2,0,2,0,0,0,2,4,0,11,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
gaza war and hunger overshadow ramadan  dw news_treetagger_output.txt,1SDUpFTw7ms,20240310,743,6,3,5,1,0,0,0,0,0,1,1,0,12,1,5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gaza war protests is this a rising student movement to be reckoned with  dw news_treetagger_output.txt,uZNW781wFXM,20240424,1961,5,3,0,3,0,0,0,4,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gaza what are the biggest hurdles to vaccinating 640,000 children in a 3-day period  dw news_treetagger_output.txt",m5VzJ9-idQI,20240902,818,1,9,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza who warns of potential polio outbreak  dw news_treetagger_output.txt,ELHgcce_-f8,20240724,742,1,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gaza's biggest hospital out of fuel situation 'dire and perilous'  dw news_treetagger_output.txt,YWM1O-7Xj-o,20231113,2682,17,18,16,1,1,0,0,5,9,1,2,0,9,3,1,1,3,25,1,2,0,3,0,3,1,0,2,0,1,0,1,0,3,3,1,8,0,0,1,0,2,0,1,1,0,0,0,1,0,3,1,1,0,0,0,17,3,1,0,0,2,0,0,0,0,0,0,0,0
gazan journalist shares personal journey  dw news_treetagger_output.txt,Kbl3MtCVMD0,20231116,1183,5,8,5,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gazans at 'breaking point' as israel expands ground assault  dw news_treetagger_output.txt,eq3B3bvdYl4,20231030,2584,16,18,8,3,13,2,0,9,9,3,3,1,12,9,2,0,3,5,13,2,0,2,1,0,0,1,0,0,0,2,1,0,1,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,5,0,0,0,4,0,0,0,0,0,0,0,0
gazans with health issues struggle amid war  dw news_treetagger_output.txt,hW7iR5iBfrQ,20231110,3131,33,25,16,17,6,0,0,0,12,0,1,3,15,3,2,0,6,19,6,13,2,1,1,4,6,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
general petraeus raises concerns over potential escalation of the war  dw interview_treetagger_output.txt,IlqFJmKgkQ0,20240105,2960,10,5,11,10,3,1,0,0,5,0,0,1,4,2,0,0,0,2,1,0,1,1,2,1,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
genocide studies professor on gaza we may be seeing ethnic cleansing as we speak  dw news_treetagger_output.txt,uVbs-3av77E,20231114,2452,24,4,4,11,0,0,0,0,0,4,1,5,9,1,0,0,0,1,0,0,3,2,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,3,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
german chancellor slams palestinian president's silence on hamas attack i dw news_treetagger_output.txt,Qjvi1JD_OsE,20231012,1183,21,4,8,0,1,2,1,2,1,3,1,5,2,3,0,0,2,0,0,2,4,0,1,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"german chancellor urges israel's netanyahu for hostage deal, two-state solution  dw news_treetagger_output.txt",vc6olTfIb7o,20240317,942,13,7,7,2,2,0,0,4,1,1,0,4,6,3,0,2,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
german fm baerbock israel has duty to protect palestinian civilians  dw news_treetagger_output.txt,eAmAomEt9qA,20240108,1329,9,14,3,5,2,0,0,2,0,5,1,7,8,3,1,0,0,8,2,6,0,1,0,6,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
german fm in middle east as israel faces increasing pressure  dw news_treetagger_output.txt,vXflBsxd6as,20240325,1620,17,19,4,1,1,0,0,5,3,3,1,2,5,3,11,6,1,0,2,8,0,0,0,0,0,0,2,0,6,0,0,0,5,5,0,0,2,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
german foreign minister criticizes iran's actions against israel  dw shorts_treetagger_output.txt,wZy9nSnDeME,20240414,94,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"german president shows solidarity with israel, sympathy for gazans  dw news_treetagger_output.txt",mHnGNImxolI,20231127,649,10,4,6,1,2,0,0,2,0,1,0,3,2,2,0,0,1,1,0,3,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
german-israeli among hostage bodies recovered in gaza  dw news_treetagger_output.txt,keANY7X6oKI,20240517,485,4,2,3,0,5,0,0,0,4,0,0,0,8,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"german-israeli hostage confirmed dead, with dozens still missing  dw news_treetagger_output.txt",0ty8qaFBK-k,20231030,2173,11,8,11,3,8,1,0,2,3,0,3,0,6,2,0,0,0,0,2,0,4,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,16,5,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"germany 'supports israel's right to defend itself,' says vice chancellor  dw news_treetagger_output.txt",9uLG_9kDAQs,20231015,845,8,4,6,1,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany atmosphere of fear and division prevails due to israel-hamas war  dw news_treetagger_output.txt,1jZDRjR7zck,20231103,1109,14,2,8,5,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"germany boosts aid for palestinians, calls for 'humanitarian pauses'  dw news_treetagger_output.txt",QSolxH97vhE,20231112,844,10,5,2,2,0,0,0,5,0,1,1,1,1,11,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany police clear pro-palestinian protest camp outside parliament building  dw news_treetagger_output.txt,QHw-qHongT0,20240426,665,2,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany sends frigate to help secure red sea  dw news_treetagger_output.txt,eZziwjKVn1E,20240208,886,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany to resume aid to palestinians after unwra-israel report  dw news_treetagger_output.txt,oBXYkljqmKk,20240424,1108,3,5,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
germany weighs in on south africa's 'genocide' case against israel at icj  dw news_treetagger_output.txt,Iuqh5sCASyE,20240113,632,11,2,2,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany's fm baerbock rejects calls for cease-fire in gaza  dw news_treetagger_output.txt,wuKAvpcUPDQ,20231121,5216,49,32,21,10,10,0,1,3,5,12,6,9,17,20,4,0,0,0,16,5,1,4,2,5,1,6,12,0,0,3,0,0,1,3,0,1,4,1,3,1,1,0,1,0,0,0,7,16,0,1,0,0,18,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0
germany's foreign minister baerbock defends weapons deliveries to israel  dw news_treetagger_output.txt,OKjW2Ahd1fo,20240906,651,11,1,2,2,0,0,0,2,0,4,0,1,7,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
germany's parliament holds minute of silence for victims of hamas' terror attacks on israel_treetagger_output.txt,hh1ehe3GjTw,20231011,3569,42,11,20,2,9,6,1,10,1,3,2,5,12,6,0,0,3,0,6,5,1,2,2,4,1,10,12,0,1,10,0,0,2,3,1,0,1,0,1,1,0,0,0,0,0,2,2,3,1,1,1,2,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
germany’s scholz in washington for talks with us president joe biden  dw news_treetagger_output.txt,PdUFGWWh6Uw,20240209,950,5,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getting humanitarian aid to gaza by sea cyprus has a plan  dw news_treetagger_output.txt,Uxmbq3ouoE8,20231119,959,7,12,0,1,0,0,0,14,0,0,3,0,2,5,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
golan rocket strike how will israel respond  dw news_treetagger_output.txt,LAJNbrGeiYI,20240728,733,7,0,0,2,0,0,0,0,1,0,3,0,5,0,0,0,1,0,0,1,7,1,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
growing anger of relatives of hamas captives with israel's prime minister netanyahu  dw news_treetagger_output.txt,I8ZQHGcPYh8,20231206,1406,8,11,9,4,18,0,0,0,4,0,1,0,6,0,1,0,1,0,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guterres responds to israel's criticism of security council speech  dw news_treetagger_output.txt,ofY1__7U4EE,20231025,1968,23,3,6,1,1,1,0,3,3,4,0,4,5,1,2,0,3,0,0,2,2,0,0,2,2,0,4,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0
hamas authorities new israeli attacks kill dozens in rafah area  dw news_treetagger_output.txt,Ug1S32X1BZQ,20240528,2332,14,11,4,6,0,0,0,5,8,2,2,1,11,3,0,19,0,0,1,4,2,5,0,6,0,0,0,0,1,9,8,2,1,0,0,3,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hamas claim to have killed one israeli hostage and injured two others  dw news_treetagger_output.txt,WUH4pgLAkuQ,20240812,661,2,3,4,0,6,1,0,0,2,0,0,1,3,0,3,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas fires 'large rocket barrage' at tel aviv  dw news_treetagger_output.txt,kAZ5kg4c-l0,20240526,319,3,2,4,0,1,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas leader assassinated in iran what we know so far  dw news_treetagger_output.txt,fkSdFgX7pXw,20240731,5064,52,21,51,15,4,31,0,0,21,1,1,7,7,0,4,0,5,0,3,2,9,15,15,0,9,2,2,0,0,3,0,0,0,1,0,1,4,2,0,3,1,0,0,0,0,2,0,1,0,8,2,0,0,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0
hamas leader haniyeh says hamas is flexible in cease-fire negotiations  dw news_treetagger_output.txt,IGlBIACbkb8,20240228,897,9,13,10,4,2,0,0,5,1,1,0,2,4,5,1,0,2,0,2,2,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hamas reappearing in northern gaza as israel prepares assault on southern city of rafah  dw news_treetagger_output.txt,_OYKHiy5MoA,20240209,1139,4,10,3,3,0,0,0,0,7,0,6,0,10,2,0,8,1,1,0,3,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hamas releases 10 thai hostages taken from israel in separate deal  dw news_treetagger_output.txt,DaboSLKSkwA,20231125,638,4,3,6,0,3,1,0,0,0,0,1,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas releases video of hostages urging gaza cease-fire deal  dw news_treetagger_output.txt,i3m7j0ei2Ag,20240428,939,11,4,10,2,7,0,0,0,0,0,1,0,5,0,5,4,2,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas reports 150 palestinians die in airstrikes as us claims 10 houthi rebels killed_treetagger_output.txt,jzVmPqgd8YY,20231231,1277,19,12,9,9,0,2,0,1,6,4,0,0,4,4,2,1,2,0,0,1,0,2,0,4,0,1,0,0,8,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
hamas will not directly participate in cairo cease-fire talks  dw news_treetagger_output.txt,uA4WUBoqyaM,20240825,902,4,2,5,0,2,0,0,2,0,0,1,0,3,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hamas' terror attacks on israel spark wave of fake news  dw news_treetagger_output.txt,vX6HSBwfIO8,20231014,865,8,4,10,3,0,0,1,0,3,0,1,3,3,0,0,0,0,0,3,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hamas, qatari, us envoys in cairo for cease-fire, hostage release talks  dw news_treetagger_output.txt",BDBRaXV00kI,20240303,559,4,3,10,2,2,0,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas-run health ministry israeli strike on gaza school kills dozens  dw news_treetagger_output.txt,OSgsjVD-Nr4,20240727,463,1,4,3,3,0,0,0,0,7,0,0,1,5,1,0,0,0,1,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hamas-terror against israel how will it change the middle east  to the point_treetagger_output.txt,YEk0Xf85gOU,20231012,4099,40,25,36,7,3,12,0,0,18,3,5,13,33,1,0,0,6,0,3,2,14,2,5,5,2,3,2,0,5,2,2,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,2,3,0,1,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
has the war changed netanyahu's declining popularity following months of protests  dw news_treetagger_output.txt,_zKg3mQcgeY,20231022,1248,17,5,1,11,0,1,0,0,5,0,0,1,14,0,0,0,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
head of un agency for palestinian refugees says agency at 'breaking point'  dw news_treetagger_output.txt,zbN-8YosB3k,20240223,1072,7,9,1,1,0,0,1,1,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
heated debate between hostage relatives and israeli lawmakers  dw news_treetagger_output.txt,ktSgTu2G2bQ,20231121,2716,16,21,13,4,8,0,1,3,1,2,1,5,7,3,7,1,1,11,11,7,1,1,0,3,0,0,1,0,4,4,1,0,0,2,0,7,5,0,3,3,0,0,0,0,0,0,2,3,0,2,1,1,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
