file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military,..Human right,..defend itself,..Self-defence,..Self-defense,..self defense,..self defence
growing pressure on israel becoming ‘mainstream position’_output.json,DUiTbGR8iV0,20240406,1129,1,15,3,4,3,1,0,4,1,0,4,0,2,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
growing pressure on israel criticism follows killing of three captives_output.json,yzR8yFoXsi0,20231217,379,0,2,3,1,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gulf nations meet in qatar un asked to bring israel back to ceasefire negotiation_output.json,3-iLXZb9ExM,20231205,285,1,3,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"guterres  unrwa staff have been killed, and the agency is being targeted_output.json",xBDNU-S_77s,20240712,838,0,1,7,1,1,0,3,1,0,5,0,8,3,3,1,0,0,0,0,0,1,3,0,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,5,1,0,3,0,0,0,1,0,3,0,0,4,0,0,0,1,0,0,0,11,0,0,0,0,0,0,4,0,2,0,0,0,0,0
guterres reiterates call for ceasefire in gaza_output.json,fa65EbeHsjc,20231019,1611,0,11,14,3,1,1,0,11,0,4,4,1,2,5,5,1,0,1,1,2,2,1,0,1,0,0,0,0,0,13,1,1,0,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11,0,0,3,0,0,0,1,0,0,0,0,0,0,0
guterres says aid to gaza ‘requires israel removing’ obstacles_output.json,6R9IumVp3IE,20240324,599,0,2,7,0,1,0,0,3,1,9,0,2,4,6,1,4,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guterres says evacuation of northern gaza ‘simply not possible’_output.json,CHe2mKhwvFY,20231013,449,0,1,6,1,2,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,2,4,0,2,1,0,1,0,1,0,1,0,0,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
guterres says he's shocked by misinterpretations of his statement to security council on tuesday_output.json,Up9WuQeuYYw,20231025,675,0,2,0,5,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
guterres says it is false to say he was 'justifying acts of terror by hamas'_output.json,9lu3aX7PFZI,20231025,1686,0,23,3,8,3,0,3,0,0,4,2,0,8,1,0,0,0,0,0,3,6,1,0,2,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,6,0,0,0,0,0,0,0
guterres says ‘massive supply’ of aid needed in north gaza_output.json,xcJU3Cftuws,20240325,4789,2,35,31,0,15,0,3,9,0,20,5,22,13,18,9,7,0,0,4,12,3,8,0,1,1,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,3,8,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,5,4,0,0,21,4,0,1,0,0,0,10,0,0,0,0,0,0,0
haaretz columnist gideon levy condemns al jazeera shutdown in israel_output.json,KkIzKh14Ap4,20240505,1178,0,6,11,2,4,0,0,0,0,0,3,0,10,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
half of gaza's hospitals out of service_output.json,4ISW0c6cW-M,20231110,1345,0,12,18,5,0,0,0,2,5,2,0,1,7,2,0,0,1,24,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
hamas - israel conflict  united states reactions_output.json,0Y-yTqZAAHI,20231008,439,0,10,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
hamas accepts qatari-egyptian proposal for gaza ceasefire_output.json,dD7ekgJxljw,20240507,402,1,3,5,4,4,0,0,0,1,1,0,2,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas and islamic jihad have called for protests to show solidarity with palestine_output.json,5L7rvJxvINk,20231029,568,1,3,5,3,2,1,0,1,2,1,0,5,4,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
hamas armed wing claims latest rocket firings towards tel aviv_output.json,Kr2tT1ePgQY,20231120,533,0,1,4,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas armed wing says it is ready to release 70 captives in exchange for a five-day truce_output.json,iO-gYEx4rNg,20231114,489,0,1,3,6,0,0,0,1,0,0,0,2,5,2,4,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas blames netanyahu for placing more ‘obstacles’ on gaza ceasefire negotiations_output.json,Sw7jM7cv2Ic,20240709,427,1,5,4,7,1,0,0,0,1,0,0,1,3,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hamas ceasefire proposal response group expresses 'readiness' to reach deal_output.json,Gr_MYnIdc8M,20240612,798,0,1,7,1,1,0,0,1,1,9,0,6,2,0,5,1,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas chief and bodyguard killed in attack on residence in tehran_output.json,4G7_xyqlkk0,20240731,2153,1,15,12,21,8,7,2,0,0,1,22,9,6,0,6,0,1,0,0,7,1,8,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas chief blames war on netanyahu_output.json,ObQUW5ogoOQ,20231101,1117,0,8,5,2,6,0,4,1,2,6,0,4,3,0,0,0,1,2,1,0,0,2,0,2,0,1,0,0,2,2,6,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0
hamas chief says palestinians will ‘never leave gaza’_output.json,1TsgINcg-ss,20231014,966,1,2,12,6,2,0,0,0,0,6,2,6,1,0,0,0,0,0,1,0,6,3,0,3,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas condemns stripping of palestinians inside gaza_output.json,m-RjIT-i0HQ,20231208,1284,0,7,5,1,5,0,0,1,1,2,8,5,7,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0
hamas denies israeli claims about al shifa hospital_output.json,,,142,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas denounces us ‘crippling’ un security council_output.json,Kj6zAWE4qvI,20231220,2170,2,2,20,3,8,0,2,1,5,0,0,2,7,1,0,0,3,2,6,0,0,9,0,7,0,0,0,0,0,0,7,2,0,3,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
hamas downplays us optimism that a ceasefire deal with israel is imminent_output.json,PDpFnerTX1M,20240228,531,0,1,2,8,1,0,0,2,2,0,0,1,6,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hamas frees eight captives in latest release_output.json,CBvoB0UFPRI,20231201,454,0,3,1,4,0,0,0,0,1,0,0,1,3,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas gaza leader says he is willing to exchange all israeli captives for all palestinian prisoners_output.json,SIqVEi2spW4,20231030,1183,0,10,5,11,2,0,0,0,2,6,1,3,19,0,1,0,4,0,6,1,2,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
"hamas had not planned to attack music festival, israeli report says_output.json",wz-DPeX_LTE,20231119,556,0,4,2,5,1,0,0,1,1,0,2,0,7,0,1,0,2,0,0,3,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
hamas issues a statement rejecting allegations that it committed crimes against women and children_output.json,RovEtt36Kqs,20231011,1654,0,9,9,28,2,0,4,0,2,2,5,7,3,1,0,0,0,0,5,0,3,7,0,5,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hamas knows israel comes to talks in bad faith analysis_output.json,vRl5AQZ1SAY,20240818,1001,0,11,0,4,1,0,0,2,0,0,0,0,1,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hamas leader expected in egypt for truce talks_output.json,tT529EGSBvg,20240201,413,0,2,10,3,1,0,0,1,1,3,0,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hamas leader haniyeh says us responsible for hospital massacre_output.json,te1JMtyViZ0,20231018,188,4,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
hamas leader killing in beirut hezbollah chief calls it 'israeli aggression'_output.json,IO-rUTPoFgE,20240104,372,0,8,3,2,10,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas military operation dozens of bodies found in an israeli village_output.json,3YRLUCmDXXY,20231011,347,0,3,2,3,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas military wing says it released two us captives_output.json,XPl9W-BQoz4,20231020,521,0,1,5,1,0,0,0,0,2,2,0,2,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas names yahya sinwar as chief following ismail haniyeh killing_output.json,JJooIPjQaiQ,20240806,3062,2,20,30,38,4,6,3,0,3,3,2,1,3,0,5,0,7,0,0,1,0,4,1,0,1,0,0,0,4,2,7,8,0,0,0,0,0,7,0,0,1,2,0,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
hamas names yahya sinwar as new leader after ismail haniyeh’s killing_output.json,-LreLnzM5g4,20240807,318,0,5,2,4,4,0,1,0,1,0,0,0,2,0,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas no counterproposal details can be ‘compromised’_output.json,n6ktBBucsjw,20240207,992,0,1,5,17,6,0,0,0,1,0,8,1,8,0,9,0,2,0,1,1,0,1,0,2,0,0,0,0,0,2,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hamas offensive follows escalations attacks rock occupied palestine in 2023_output.json,avRHSjgWytY,20231008,1953,0,12,6,6,1,0,0,2,3,6,6,8,12,2,0,0,1,1,3,5,14,1,0,8,0,3,0,0,5,1,8,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
hamas offensive follows escalations attacks rock occupied palestinian territories_output.json,Va1yLhbjmBg,20231013,349,0,4,1,1,1,0,0,0,0,2,2,5,6,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas official giving news conference on latest attacks in gaza_output.json,HI-cDtexboU,20231229,1934,1,0,19,5,2,0,2,2,3,0,2,4,3,2,4,0,4,0,3,2,3,9,0,2,0,0,0,0,7,0,2,2,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,5,0,1,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas official it is the duty of neighbouring countries to break the siege on gaza_output.json,c69OEuwApGg,20240304,1890,0,4,16,12,5,0,0,4,0,3,19,5,6,3,9,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
hamas official says israel has not reached any of its objectives in gaza_output.json,IelcxV-b69U,20231128,2886,3,3,27,6,2,0,1,2,3,3,4,7,6,4,2,0,0,4,6,1,2,1,0,2,0,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,7,2,6,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
hamas official says netanyahu main obstacle to achieving ceasefire_output.json,ar4MqvDtHyo,20240818,1118,0,8,9,13,2,0,0,0,0,18,12,1,4,0,4,1,1,0,0,1,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hamas official says some israeli captives found dead were 'approved' for exchange in potential deal_output.json,ZRAo_-Hf7KE,20240904,1716,1,2,8,12,2,0,0,0,1,3,17,5,22,0,1,0,5,0,1,2,3,17,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0
"hamas official says truce extension ‘good news’, urges end of war_output.json",gB8jb5gTVKA,20231127,703,0,1,4,4,3,0,0,0,2,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas official ‘no one accepts negotiating under fire’_output.json,raS6IPWy0R0,20231226,768,0,3,3,7,0,0,0,0,0,13,8,6,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas outlines prisoner exchange deal in truce proposal_output.json,bS7EPJp-i7E,20240315,646,0,2,4,4,1,0,0,1,2,4,0,1,7,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
hamas posts video of israeli captives pleading for their release_output.json,4W1kHOuEtyQ,20231218,772,0,3,9,10,2,0,0,1,3,2,0,1,15,0,0,0,0,5,1,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas prisoner exchange reports some captives killed in israeli attack_output.json,3LgCxK6NiSI,20231130,326,0,3,0,3,1,0,0,0,1,0,1,0,5,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas proposal outlines end of israel's war on gaza_output.json,FXiYoLATo_Q,20240316,2089,0,14,10,16,10,0,2,2,4,7,11,2,10,3,5,8,5,1,0,5,6,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,5,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"hamas releases 11 more captives from gaza, israeli army says_output.json",Vf24CI7q9po,20231128,328,0,2,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hamas releases 13 israeli, four thai captives after hours-long delay_output.json",50ly-btP0no,20231126,387,0,0,4,1,0,0,0,0,0,1,2,3,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas releases video of israeli-american captive held in gaza_output.json,qo2CzT2mUlM,20240424,634,0,3,3,2,0,0,0,0,1,2,4,0,5,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
hamas representative gives news conference_output.json,dWQvhRg6DSg,20240223,1878,0,1,19,3,19,0,1,2,0,10,0,7,6,2,0,0,7,0,6,1,1,1,0,0,0,0,0,0,3,0,0,1,1,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,3,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0
hamas said no more captives will be released until the war ends_output.json,ySQ4OTN8xYk,20231203,1254,0,10,19,8,7,0,0,1,1,0,8,1,0,0,2,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas says it’s ready to achieve permanent ceasefire ‘in stages’_output.json,6fMd5JpL_Hs,20240130,772,0,0,3,11,1,0,1,2,0,0,3,1,6,3,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas says leader in touch with mediators on gaza ceasefire deal proposal_output.json,vPcRkmDTcXU,20240704,644,0,2,12,3,2,0,0,0,0,13,2,6,4,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas says un jumping to conclusions on israeli captives’ deaths_output.json,CTA3dB3nWTw,20240904,1674,0,4,8,8,4,0,0,0,2,20,28,10,19,0,4,0,5,0,0,1,2,10,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hamas says will delay release of second round of captives_output.json,8jLj6FKmGgU,20231125,1481,2,10,14,15,5,0,0,7,2,1,4,4,7,1,5,0,1,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
hamas says ‘not afraid’ of israeli ground troops’ deployment_output.json,vYfpIPc7kqE,20231012,1432,0,11,16,25,0,0,0,0,4,4,0,2,3,2,0,1,0,1,1,2,1,11,0,5,1,0,0,0,0,2,4,0,0,1,2,2,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hamas seeks prisoner-captive exchange, withdrawal of israeli forces in ceasefire draft report_output.json",4fT5hlP2zJE,20240207,2049,0,8,6,24,4,0,0,1,3,5,20,3,11,1,8,0,4,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas spokesperson hamdan ‘green light’ from us for hospital attack_output.json,barwZh5yF-c,20231017,1946,0,11,15,15,5,0,0,1,3,21,14,6,11,2,0,1,0,6,1,0,8,5,0,7,0,0,1,0,3,2,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
hamas threatens to suspend ceasefire talks unless gaza aid increased_output.json,azQluXdu3Js,20240218,915,0,0,4,13,3,0,0,1,0,9,10,3,4,0,2,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hamas video appears to show release of woman, two children_output.json",CDy3qMbu-no,20231012,126,0,0,1,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas vision clear – stop the aggression official_output.json,GASDdGE8Hts,20231220,1149,0,4,9,7,4,1,0,0,0,0,0,8,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hamas welcomes icj ruling, but wants halt order for all of gaza_output.json",JH5_K0yh2q8,20240525,1169,11,7,5,6,1,0,0,2,2,9,8,5,6,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
