file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military
"us senate's $95bn for ukraine, israel and taiwan faces uphill battle in house  bbc news_output.json",V9_SGHvhYW0,20240214,1715,0,2,1,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,5,0,0,0,0,0
us sends submarine to middle east as tensions grow  bbc news_output.json,XBL28BBUoCI,20240812,382,0,6,3,5,0,2,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
us steps up criticism of israel’s military offensive in gaza - bbc news_output.json,xR8XNfdARxk,20231208,1618,0,17,22,2,4,0,1,5,1,2,0,5,11,5,4,0,0,1,1,0,0,1,0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,1,0,0,0,0,0
"us support for israel is ‘rock solid’, president joe biden says – bbc news_output.json",IOyK3qwDbWU,20231007,454,0,10,0,2,0,0,0,0,2,0,0,1,4,0,0,0,2,0,0,3,2,1,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
us to send jets and warships as iran threatens israel  bbc news_output.json,TF4gcTXuf68,20240803,1567,1,15,8,8,10,14,0,0,3,0,0,1,9,0,5,0,2,0,0,3,5,5,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
us to set up port on gaza coast for aid delivery  bbc news_output.json,-C8o4vCTqUE,20240308,722,0,10,10,0,0,0,0,12,4,2,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
us troops killed and dozens injured in drone attack on syria-jordan border  bbc news_output.json,BxiSUhX-BH8,20240128,1039,0,6,7,3,2,9,0,0,3,0,2,1,1,0,3,0,1,0,0,1,15,3,0,0,1,0,0,0,1,1,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
us urges israel to be transparent over gaza school strike  bbc news_output.json,bJI7wi4nVuc,20240607,654,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
us vetoes call for immediate gaza ceasefire at un  bbc news_output.json,qAEbFAfBwFQ,20240220,935,2,6,5,1,0,0,0,0,1,4,2,1,1,1,9,0,1,0,0,1,0,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,1,0
us warns of “dangerous moment” as it prepares to strike iranian targets  bbc news_output.json,Hq42lTLd63M,20240201,558,0,1,1,0,1,2,0,0,1,3,0,1,6,0,0,0,1,0,0,1,6,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
us ‘hopeful’ hamas will accept new israel ceasefire offer  bbc news_output.json,vpifvhSqS5I,20240429,1532,0,7,8,11,5,0,0,3,2,4,0,1,5,3,8,11,3,0,0,4,2,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
video shows israeli airstrikes on gaza strip - bbc news_output.json,2rF71YbGn3o,20140709,167,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
video shows us and israeli hostages alive in gaza  bbc news_output.json,paK17fb57n8,20240428,963,0,10,4,10,4,0,0,0,2,0,0,2,2,0,3,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
violent clashes in west bank as palestinians protest over israeli air strikes in gaza - bbc news_output.json,G7tmuaLFGSU,20210518,435,0,7,2,4,1,0,0,0,0,0,2,7,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"war in ukraine us to send new aid within 'hours', joe biden says  bbc news_output.json",W10QGyMdErQ,20240424,857,0,7,4,0,1,2,0,8,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
warnings of famine in northern gaza  bbc news_output.json,4az8BTSOa5s,20240618,478,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
west bank palestinian families living in fear of extremist israeli settlers  bbc news_output.json,YFUslv4U-F4,20240904,1221,0,6,0,0,2,0,0,0,1,12,2,9,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
what does gaza hospital blast evidence show - bbc news_output.json,clqHa1PP0TQ,20231018,748,0,3,5,0,1,0,0,0,0,4,0,4,4,0,0,0,0,7,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
what does the journey through the gaza evacuation corridor look like - bbc news_output.json,FnxcXvv6lBM,20231109,1366,0,1,18,1,0,0,0,0,5,0,2,0,8,0,0,0,0,7,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5
what is happening in israel and gaza strip and other questions – bbc news_output.json,9scGFj7zp5w,20231010,3391,0,36,27,16,8,1,2,1,5,14,6,4,6,1,0,0,2,0,0,1,0,2,0,2,0,8,1,0,1,2,10,1,0,4,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,1,1,1,0,0,6,2,0,3,0,0,0,0,0
what is iran's 'axis of resistance’  bbc news_output.json,gtLlqDGQItw,20240205,945,0,4,0,2,6,30,0,0,3,0,0,1,0,0,0,0,0,0,0,0,9,1,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
what is israel's gaza ceasfire proposal outlined by us president biden i bbc news_output.json,XlFglnQ1mH4,20240601,937,0,6,14,14,8,0,0,3,0,4,2,2,12,3,7,0,2,1,0,1,1,1,0,2,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
what next for gaza ceasefire plan and hostage release deal  bbc news_output.json,Z3tHw-HuQcg,20240613,786,0,5,5,16,1,0,0,0,1,0,0,1,7,0,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
what will end the israel-palestinian violence - bbc news_output.json,OXu-7wv7Ffc,20210517,1457,0,10,3,1,0,0,0,0,1,3,2,9,3,0,2,0,1,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what's happening in israel and why now - bbc news_output.json,-rBGgIaO69c,20231009,1774,0,15,13,15,1,3,11,0,3,18,3,13,3,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
where are palestinian rockets being fired towards bbc news_output.json,aqDq6UkeAaw,20140709,169,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who exceeds target for gaza polio vaccinations as campaign continues  bbc news_output.json,6mw8TM03ems,20240903,606,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
why has israel-gaza conflict flared - bbc news_output.json,KYEvA6B6ldI,20140714,377,0,4,4,2,0,0,0,1,2,4,3,3,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
why us believes israel and saudi arabia negotiations could be factor in hamas attacks - bbc news_output.json,22LjM_9hmmA,20231011,871,0,17,2,16,2,6,0,0,0,13,0,4,5,0,0,0,1,0,0,1,10,0,2,1,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
will israel reoccupy gaza bbc news_output.json,hHB9MCFtyZM,20140731,405,0,7,6,2,3,0,0,0,0,1,2,2,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
world cup qualifiers palestinian football team play australia in kuwait - bbc news_output.json,zUpB72W6a6Y,20231121,446,0,0,8,0,4,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
world health organization says gaza's main hospital no longer functioning – bbc news_output.json,EdV7Cbd3RdY,20231113,1703,0,16,14,15,10,0,1,0,4,9,9,9,10,1,3,0,4,8,0,6,7,7,0,1,0,2,1,0,2,0,1,1,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
yemen houthis to be re-designated as terror group by us  bbc news_output.json,Al1QGEwai58,20240117,1321,0,1,3,0,1,1,0,4,7,0,2,0,0,2,1,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
your questions answered why are israel and gaza at war – bbc news_output.json,Nh74H8Pyb8A,20231016,4688,0,63,27,43,24,4,5,4,5,33,5,17,8,0,5,4,0,0,0,3,1,8,7,2,17,3,0,1,4,16,2,0,0,3,7,2,1,2,0,0,1,2,4,0,0,0,0,4,0,1,0,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0
your questions answered why is biden going to israel – bbc news_output.json,la9nJn1juLw,20231017,2661,0,35,6,5,15,8,0,2,2,6,11,4,7,1,0,0,6,0,0,1,3,1,7,2,9,0,0,0,1,3,8,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
“700 killed in 24 hours” as un accuses israel of breaking international law - bbc news_output.json,xf2P5hTlT3E,20231024,1174,0,8,12,3,5,0,0,2,2,1,7,3,6,3,0,0,1,8,6,1,1,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,1,1,0,1,2,0,0,3,0,0,0,1,5,1,0,0,0,0,0,2,0
“90 killed and 300 injured” in israeli strike on gaza “humanitarian area”  bbc news_output.json,NpffXXQvnes,20240713,561,0,8,1,4,0,0,0,0,5,2,4,2,5,0,0,0,1,1,2,2,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
