file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military
top eu diplomat says eu has to choose between supporting israel or rule of law -  bbc news_output.json,uWYSiga7cu8,20240525,1074,1,21,5,2,6,1,1,1,2,0,2,3,2,0,0,5,3,0,0,1,1,0,1,2,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,1,2,4,0,0,0,0,0
top hamas leader ismail haniyeh killed in iran  bbc news_output.json,yjpLM_j6d9w,20240731,1841,0,16,6,12,2,10,0,0,7,0,0,3,9,0,4,0,1,0,1,2,10,8,23,0,10,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
trying to survive on deserted streets of gaza - bbc news_output.json,jbTPAj-EnFA,20140721,344,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
turkey halts trade with israel over 'humanitarian tragedy' in gaza  bbc news_output.json,8FElgUj8HYY,20240503,1263,0,18,11,9,1,0,0,9,1,0,0,2,9,4,1,2,5,0,0,3,0,0,0,2,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,8,1,0,1,0,0,0,2,0
two american hostages freed by hamas - bbc news_output.json,1k40bkjaIGM,20231020,1179,0,9,3,11,2,0,0,0,0,1,10,4,6,0,0,0,1,0,2,1,2,2,0,1,0,0,0,0,2,0,0,6,0,0,0,0,0,2,0,7,13,0,1,0,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
two israeli ministers threaten to resign over gaza ceasefire plan  bbc news_output.json,P2olkCH3-7U,20240602,590,0,1,3,3,0,0,0,0,1,0,1,1,2,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uk considering recognising palestine state, lord cameron says  bbc news_output.json",PhcGamJhJek,20240130,596,0,0,1,2,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uk forces may be deployed to help deliver gaza aid  bbc news_output.json,ZH7x6VSz3KE,20240427,1214,0,4,12,5,1,0,0,7,2,0,4,1,3,0,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0
uk foreign secretary urges immediate ceasefire in gaza during israel visit  bbc news_output.json,n-Tn4NRXH84,20240715,369,0,3,4,3,1,1,0,0,0,3,0,2,3,0,2,0,1,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
uk pm rishi sunak arrives in israel as strikes continue on gaza - bbc news_output.json,VRwespR3ZK8,20231019,3010,0,35,39,10,2,6,0,16,9,4,2,7,13,2,0,3,2,3,0,3,3,3,7,5,8,1,0,0,1,6,2,9,0,3,9,1,1,1,1,3,2,0,1,0,1,0,2,0,1,1,0,2,1,0,0,4,4,4,4,0,0,4,0,0,0,0,0,0,4,1
uk pm rishi sunak promises support to israel_output.json,,,179,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk pm rishi sunak tells israel 'we want you to win' - bbc news_output.json,YT9s4HAKPD4,20231019,1162,0,13,1,8,4,1,0,3,1,0,0,2,1,2,0,0,1,1,1,4,0,1,0,4,0,1,0,0,0,0,13,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk suspends some arms exports to israel  bbc news_output.json,NT5Ko-ZG7CE,20240902,357,0,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk tells israel to 'stop and think' about offensive in rafah after deadly strikes - bbc news_output.json,aHnIyNFat-c,20240212,2535,0,9,12,7,4,0,0,1,5,4,12,5,12,1,3,23,3,2,8,3,4,3,0,4,0,1,0,0,0,1,0,0,0,3,2,0,3,0,0,4,15,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1
uk universities see rise in antisemitic and islamophobic abuse - bbc news_output.json,-A5Vc1o8wZw,20231109,471,0,1,1,0,1,0,1,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk's gaza policy 'moraly indefensible' says baroness warsi - bbc news_output.json,vy8v5UQJVNs,20140805,527,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ukraine millions without power after wave of russian strikes  bbc news_output.json,rGSidjPUrD0,20240322,384,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un agency warns gaza operation could end tomorrow without more fuel – bbc news_output.json,Xslg6RFtA3g,20231024,1080,0,1,8,1,1,0,0,5,0,0,0,0,0,10,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,1,7,0,0,0,0,0,0,0,0
un agency warns of impending 'health disaster' in gaza - bbc news_output.json,Rbjd1tdL7xc,20231018,624,0,3,14,1,0,0,0,3,0,0,2,0,1,5,1,0,1,2,0,0,1,0,0,6,0,0,0,0,0,2,0,3,0,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,1,4,0,0,0,0,0,0,0,0
un calls for de-escalation as israeli west bank raids continue  bbc news_output.json,LDeM3kvwe2c,20240829,1509,0,5,1,1,1,1,2,2,9,5,4,6,13,2,0,0,0,5,0,0,3,6,0,2,0,1,0,0,6,0,2,0,0,0,2,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
un chief calls for aid to be allowed into gaza - bbc news_output.json,3IXfRrpMogo,20231020,371,0,3,6,1,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,1,0
un chief calls for immediate gaza ceasefire  bbc news_output.json,jkck5GqzC7U,20240324,940,0,10,13,7,1,0,0,9,0,0,0,2,10,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0
un chief says 'clear violations of humanitarian law' in gaza - bbc news_output.json,94XnbL2Up5c,20231025,1287,0,10,6,7,3,0,0,0,3,2,1,6,5,5,0,0,1,0,0,3,5,0,0,3,0,4,0,0,4,0,3,1,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,4,0,0,0,0,0,0
un chief warns of “uncontainable crisis” as 42 palestinians killed in single day - bbc news_output.json,kHc3yoghZZs,20210516,610,0,11,10,5,4,0,0,0,0,2,5,3,5,0,2,0,1,0,2,1,2,3,0,4,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
un court rules israel must prevent genocidal acts in gaza  bbc news_output.json,eraVYlsXnUo,20240126,1287,12,18,1,1,3,0,0,0,0,0,2,1,3,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
un demands investigation of “mass graves” at gaza hospitals  bbc news_output.json,OcZ4_dZ8WZU,20240424,516,0,3,3,2,1,0,0,1,0,0,2,1,3,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
un gaza aid chief world is failing innocent civilians  bbc news_output.json,w1V9YrsK9QY,20240916,1065,0,1,12,0,1,0,0,7,0,0,0,0,1,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0
un general assembly demands immediate gaza ceasefire - bbc news_output.json,tlIQW6Cn5kk,20231213,999,0,11,6,2,1,0,0,2,1,0,2,3,3,2,5,0,2,0,10,2,1,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,2,0
un halts aid operations in gaza and six killed in west bank strike  bbc news_output.json,p-Zij3gyqfQ,20240827,1067,0,6,8,4,7,0,0,2,5,2,0,5,12,5,1,0,4,0,3,0,4,4,0,1,0,1,2,0,11,1,0,0,0,0,0,0,1,4,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,5
un says gaza 'on knife edge' - bbc news_output.json,IIJ2S6S2B2o,20140710,388,0,6,4,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
un says gaza residents broke into food warehouses with 'civil order' disintegrating - bbc news_output.json,jWLzkdc-9P8,20231029,525,0,9,12,6,5,0,0,3,3,0,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
un says israeli strike killed six of its gaza staff  bbc news_output.json,jvl0GP8rJfU,20240912,466,0,6,3,6,3,0,0,0,2,0,0,2,3,1,0,0,0,0,0,0,3,4,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1
un says people in gaza are close to starvation - bbc news_output.json,oamrbwI2kEg,20231117,489,0,2,8,1,0,0,0,2,1,2,0,0,2,0,0,0,0,2,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,1
un security council backs us israel-gaza ceasefire plan  bbc news_output.json,RNheIZfb7_o,20240610,868,0,6,5,10,4,0,0,0,2,0,0,1,6,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0
un security council to meet after icj ruling on israel-gaza war  bbc news_output.json,_h0ZCW1PjuA,20240127,805,5,16,8,3,3,0,0,2,2,6,3,7,3,3,4,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
un to roll out mass polio vaccinations in gaza  bbc news_output.json,Hu39u4TlKiw,20240831,937,0,2,11,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
un top court says israeli occupation of palestinian territories is illegal  bbc news_output.json,_LDol-3bQuY,20240719,472,0,8,1,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
un warns 'even more hellish' scenario to unfold in the gaza strip  bbc news_output.json,ZTtdR94f_7A,20231205,682,0,6,9,4,2,0,0,0,2,4,0,0,2,0,0,1,0,6,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1
un warns gaza at “breaking point” as us vetoes ceasefire  bbc news_output.json,wX5P7jxfRPc,20231208,955,0,8,14,9,4,0,0,0,0,4,2,3,5,2,10,0,0,2,1,0,1,1,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,1,0
un warns half of gaza's population is starving - bbc news_output.json,d1e4P7u71eg,20231210,2046,0,12,25,11,3,0,1,13,3,2,10,0,19,5,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,7,4,0,0,2,0,1,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,4,1,0,0,0,0,0,1,2
un's top court orders israel to halt military operations in rafah  bbc news_output.json,Qj-9EfP351Y,20240524,1324,4,12,14,8,3,0,0,1,4,0,2,5,5,0,0,4,2,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,15,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0
under fire in gaza as hamas ceasefire stalls - bbc news_output.json,3QQmHSPwZ6Q,20140728,293,0,5,2,2,0,0,0,0,1,0,0,1,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
united nations to launch $2_output.json,,,1713,0,21,5,2,2,21,0,2,2,8,1,5,15,1,1,0,1,0,0,4,18,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,2,0
united states blocks un call for israel-palestinian ceasefire for third time - bbc news_output.json,neTCk6TtSHc,20210517,558,0,4,6,3,1,0,0,0,0,4,1,5,3,0,1,0,0,1,4,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
university protests new york police arrest around 300 in campus raids  bbc news_output.json,Rb-3hTd_bYo,20240501,2050,0,1,2,2,1,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
university protests protesters defy columbia deadline to leave campus  bbc news_output.json,AarsWrAT7fg,20240429,861,0,3,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"untreated diseases could kill more than bombings in gaza, world health organization warns  bbc news_output.json",uC0ci7qO1Kg,20231129,776,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0
us 'outraged' by israeli strike on world central kitchen’s gaza aid convoy  bbc news_output.json,oJEPgpQXahg,20240402,768,0,0,7,1,3,0,1,3,0,0,0,0,4,5,0,0,0,2,1,0,3,2,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
us accuses iran of drone strike on tanker in indian ocean  bbc news_output.json,ywB08UPpZ88,20231224,373,0,1,1,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us activist shot dead in occupied west bank  bbc news_output.json,BjgrZUT8G8M,20240906,393,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"us and uk launch fresh strikes on houthis, us officials say  bbc news_output.json",_9gGFR2Pvs0,20240122,961,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
us and uk launch new airstrikes on “multiple targets” in yemen  bbc news_output.json,1c6F2bSq_qk,20240122,382,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us carries out first air drop of aid for gaza  bbc news_output.json,v7jYLTxjrXs,20240302,958,0,6,10,0,0,0,0,10,7,4,0,2,2,2,2,1,0,2,0,1,0,1,0,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"us congress approves $95bn aid package for ukraine, israel and taiwan  bbc news_output.json",I2lcGh3CMew,20240424,1231,0,11,8,3,1,1,0,10,8,1,0,1,7,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,3
us launches airstrikes on 85 targets in iraq and syria  bbc news_output.json,tZ5DokINlCY,20240202,393,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
us launches more strikes against houthis in yemen  bbc news_output.json,oAB_Y2HwFaA,20240205,863,0,1,7,1,1,7,0,1,3,2,0,1,0,2,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
us military ends gaza floating aid pier mission  bbc news_output.json,rkEf1YDuGNU,20240718,347,0,5,8,1,1,0,0,6,2,1,0,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
us military ship heading to gaza to build port  bbc news_output.json,UObV2yrYZtc,20240310,1201,0,11,20,0,2,0,0,13,4,0,0,0,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
us president joe biden calls for israel-gaza ceasefire – bbc news_output.json,lgRmnT3OkRs,20210518,1656,0,4,11,5,1,0,0,0,0,2,1,2,5,0,8,0,3,1,5,4,2,2,0,1,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us president joe biden stresses importance of ceasefire in gaza  bbc news_output.json,Xl78GbeuIzs,20240822,738,0,2,5,14,1,1,0,0,1,0,0,1,11,0,1,0,5,0,0,3,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,0,0,6,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
us president joe biden to travel to israel - bbc news_output.json,cSATDbrezNs,20231017,958,0,7,4,1,0,0,0,3,1,0,1,3,2,1,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us president joe biden to visit israel as iran warns against gaza offensive - bbc news_output.json,WSHhlCrOJWY,20231017,795,0,11,7,6,1,0,0,6,0,0,0,2,1,7,0,0,1,0,0,0,0,2,1,5,0,1,0,0,0,1,2,5,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,5,0,0,0,0,0
us president joe biden urges israel and hamas to reach gaza ceasefire deal  bbc news_output.json,HTxEk_RURN0,20240603,1528,0,12,8,10,2,0,0,1,1,0,4,2,7,1,5,4,7,0,0,5,1,1,0,1,0,0,0,0,0,0,1,7,0,2,1,0,0,0,2,0,3,1,0,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
us president joe biden vows 'ironclad' support for israel amid iran attack fears  bbc news_output.json,Cg3YMWcjLI4,20240411,1044,0,14,6,11,2,7,0,0,3,3,4,1,8,0,6,0,3,0,0,4,12,2,2,0,2,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
us reassures israel of its ‘unwavering support’ - bbc news_output.json,GdEU21MxbCc,20231012,2384,0,30,22,14,6,1,0,0,1,3,2,4,5,2,0,2,4,1,2,7,4,6,0,3,0,3,1,0,0,2,6,2,0,1,1,0,2,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0
us sanctions israeli settlers over west bank violence  bbc news_output.json,rL4QOpcap8k,20240202,685,0,3,2,3,0,0,0,0,0,5,0,1,5,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
us says israel to begin daily four-hour military pauses in gaza - bbc news_output.json,CpiAKsE14PI,20231110,944,0,6,12,7,1,0,0,0,6,0,1,0,6,1,0,0,0,13,3,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
us says it paused shipment of bombs for israel over rafah concerns  bbc news_output.json,xoMnRO7WHxo,20240508,977,0,13,8,9,4,0,0,3,3,0,0,2,5,2,4,7,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0
us says “we do not want war with iran” after troops killed  bbc news_output.json,P213qczTSyo,20240129,924,0,6,3,3,4,6,0,1,2,0,0,2,1,0,1,0,0,0,0,2,9,2,0,0,1,1,0,0,0,1,0,5,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
us secretary of state antony blinken arrives in israel - bbc news_output.json,J7sMXYm9hP0,20210525,885,0,3,7,8,0,0,0,3,0,7,7,10,2,1,5,0,2,0,0,4,0,0,0,0,0,2,0,0,4,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
us secretary of state antony blinken continues tour of middle east  bbc news_output.json,KQcrwRInsTY,20240108,1017,0,8,13,5,4,0,0,4,3,6,0,0,9,2,3,0,1,6,1,2,1,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
us senate leader says israel pm benjamin netanyahu is ‘obstacle to peace’  bbc news_output.json,xOqIncU8OXE,20240314,1586,0,12,13,5,3,0,0,3,5,5,0,3,6,9,0,14,3,0,0,3,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2
