file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Cease fire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military,..Human right,..defend itself,..Self-defence,..Self-defense,..self defense,..self defence
"gaza offensive israel is preparing to attack by land, sea and air  dw news_output.json",dzcSrGxrTNc,20231015,2121,0,17,22,6,1,2,1,3,2,5,4,2,5,1,0,0,0,1,9,2,2,8,5,2,2,1,2,2,0,0,1,2,0,0,2,3,1,6,0,0,3,3,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,5,5,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0
gaza officials at least 20 killed in line for food aid  dw news_output.json,hYC4XmIAJ5M,20240126,820,0,7,8,4,2,0,0,1,2,0,0,1,12,1,2,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,2,0,4,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"gaza over 1,000 reported killed in response to saturday's terrorist attack  dw news_output.json",i99qdu2QH0w,20231011,2235,0,19,23,15,1,0,1,7,3,2,2,1,14,10,0,0,1,1,1,12,1,10,4,0,3,0,2,0,0,2,1,0,0,0,4,4,2,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza pier aid deliveries have started - but is it enough  dw news_output.json,UW7fo9FPdys,20240517,1068,0,5,11,2,0,0,0,14,2,1,0,1,2,1,0,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
gaza update 4 paramedics killed after israeli strike hits ambulance  dw news_output.json,w8K0unl_SYY,20240111,755,1,12,11,2,2,0,0,2,0,0,1,6,7,0,0,0,0,0,1,0,0,2,1,0,4,0,2,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0
"gaza update airstrike hits refugee camp, blinken meets with pa president abbas  dw news_output.json",U8LQIxpXv8M,20231105,1482,0,10,18,4,4,0,0,5,2,4,0,5,3,4,3,0,1,1,0,2,1,0,3,0,1,0,0,0,0,2,2,7,2,0,1,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gaza update biden announces humanitarian aid plan  dw news_output.json,62FAnfkm6vU,20231019,1574,0,12,23,5,1,0,0,16,1,0,5,1,3,2,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza update can the un help establish safe zones for civilians  dw news_output.json,zCnUBmIVTh8,20231206,1712,0,16,13,4,2,0,0,2,1,1,4,4,3,10,2,0,2,0,1,1,0,0,0,0,4,0,0,0,0,0,1,2,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0
gaza update fighting intensifies amid dire humanitarian situation  dw news_output.json,2A5yuft_ep4,20231211,2796,0,20,28,12,7,0,0,2,4,11,2,6,12,5,3,0,0,1,1,1,6,2,4,0,12,0,2,0,0,2,3,0,0,0,2,2,0,2,1,0,0,1,2,0,0,0,0,0,0,1,6,0,1,0,1,0,0,1,2,2,2,4,3,3,0,4,0,0,0,2,1,0,0,0,0,0,0
"gaza update hostage deal pending, hospitals under fire  dw news_output.json",Zfse3uZvHjM,20231112,2377,0,12,24,5,3,0,1,0,2,0,2,2,14,1,5,0,0,2,53,3,2,9,0,0,6,0,0,0,0,1,1,0,0,0,1,3,3,7,0,0,3,14,0,3,0,0,0,0,1,0,2,4,1,0,0,0,0,3,1,1,2,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0
gaza update how much aid relief will get into gaza as the truce comes into effect  dw news_output.json,gYiEEu4-f0s,20231124,4382,0,23,50,21,5,0,0,18,8,7,9,6,16,9,12,0,7,0,4,13,1,1,1,0,1,0,2,3,0,0,6,3,1,0,4,9,1,0,2,0,7,11,0,0,1,0,0,0,0,0,1,0,0,5,0,9,0,9,7,6,1,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0
"gaza update idf strikes khan younis in southern gaza, renews calls for mass evacuations  dw news_output.json",Q5paF8cALsc,20231205,2034,0,12,30,7,4,0,0,1,7,1,0,1,8,0,0,0,0,0,3,4,0,2,0,0,6,0,0,0,0,0,1,0,0,0,1,2,1,6,0,0,1,0,2,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,1,0,1,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
gaza update indonesian hospital reportedly received evacuation order  dw news_output.json,qLwNWATuVVw,20231123,3353,0,11,12,28,5,0,0,7,16,2,2,2,12,6,9,0,0,0,19,5,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,4,0,1,0,0,5,23,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,3,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0
"gaza update israel adamant about rafah offensive, over 100 palestinians die  dw news_output.json",DJPNkvLvnl0,20240218,720,0,7,14,3,3,0,0,0,1,3,0,1,6,1,1,0,3,0,15,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
gaza update israel expands ground offensive to every part of the gaza strip  dw news_output.json,uLdv113Mn9w,20231204,3949,0,25,36,28,9,0,0,6,12,12,2,3,12,8,6,0,1,1,2,2,1,5,6,0,22,1,6,0,0,0,1,0,0,0,2,3,1,1,0,0,4,12,3,0,0,0,0,0,0,0,8,3,0,0,1,0,0,1,1,1,1,2,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0
"gaza update israel intensifies bombing on gaza, prepares for expected ground operation  dw news_output.json",TPDSbBydLW4,20231023,1778,0,11,29,18,4,0,0,4,4,0,0,2,9,4,0,0,2,3,2,2,3,5,3,1,4,1,4,0,0,0,1,0,1,0,2,5,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,7,2,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gaza update israel steps up strikes as dire humanitarian situation worsens  dw news_output.json,87m6LOCi_Cw,20231028,2200,0,8,24,4,10,0,0,1,4,1,10,3,6,5,4,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,7,0,0,1,1,1,2,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
gaza update israel to consider cease-fire as part of hostage deal  dw news_output.json,F-qKjLxYYSw,20231220,1844,0,17,9,6,1,0,0,1,0,1,0,2,0,4,6,0,2,1,1,1,1,3,3,0,2,0,1,1,0,0,3,0,0,0,3,1,0,0,2,0,3,7,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gaza update israel's military claims to have found major hamas base  dw news_output.json,sVmsNN_RN7w,20231221,1353,0,11,10,14,2,0,0,2,4,0,0,0,10,0,7,0,3,2,1,0,4,1,2,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,7,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,3,0,2,0,0,0,0,1,0,0,0,0,0,0
gaza update israel's military says it has breached hamas defenses in khan younis  dw news_output.json,q7BrwJ8LREc,20231207,3645,0,23,19,22,6,0,0,1,4,5,6,1,10,4,7,0,0,1,1,3,3,4,3,0,2,0,7,1,0,1,1,2,0,0,1,0,0,0,0,0,10,24,0,0,0,0,0,0,0,3,0,0,5,4,1,1,0,0,1,1,3,0,6,4,5,1,0,0,0,3,2,0,0,0,0,0,0
gaza update israeli activists block 'vital' aid deliveries into gaza  dw news_output.json,opUDordkmZk,20240207,1702,0,16,12,15,5,0,0,5,0,2,4,3,5,2,5,0,0,7,1,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,3,16,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,3,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gaza update israeli forces enter gaza's second largest city khan younis  dw news_output.json,iHbEhdnz9qM,20231206,1964,0,15,17,16,3,0,0,0,12,4,0,1,10,5,3,0,3,1,0,1,2,1,4,0,8,0,4,0,0,0,0,0,0,0,1,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,0,2,0,0,0,2,1,0,0,0,1,2,1,1,0,0,0,0
gaza update israeli troops enter nasser hospital in khan younis  dw news_output.json,_IRYYHoQS9g,20240215,678,0,9,7,8,0,0,0,0,1,4,0,2,1,1,0,0,1,0,11,0,0,2,3,0,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"gaza update negotiations set to resume in cairo, israel keeps up attacks in gaza  dw news_output.json",HEFnxGufZhU,20240822,828,0,16,7,9,1,0,0,0,0,0,0,3,10,0,2,0,0,0,0,3,1,5,2,0,3,0,2,1,0,0,6,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
gaza update netanyahu visits troops inside gaza  dw news_output.json,xO3OF0C5yjQ,20240719,394,0,5,4,2,1,0,0,0,2,1,0,3,6,0,2,0,3,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza update un about to halt aid operations due to lack of fuel  dw news_output.json,LEDlu-3Ujek,20231025,1269,0,9,16,8,3,0,0,7,1,0,0,5,5,12,6,0,1,0,1,0,1,6,0,0,3,0,2,1,0,0,1,1,0,0,2,3,2,0,0,0,1,4,2,0,0,1,0,1,0,1,1,0,2,0,2,0,0,20,5,5,0,0,10,2,1,0,0,1,0,1,0,1,0,0,0,0,0
"gaza update un chief to visit rafah, us ceasefire resolution vetoed in unsc  dw news_output.json",H2EycTjH97I,20240323,2722,1,32,26,7,10,0,0,4,3,8,2,4,9,7,14,0,20,8,0,0,7,2,3,0,3,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"gaza update video of alleged tunnel under al-shifa, hostage deal in the works  dw news_output.json",fcaIVECkzo4,20231120,1707,0,15,15,14,0,0,0,1,3,0,1,1,4,3,0,0,1,0,22,2,0,5,1,0,0,0,1,2,0,0,2,1,0,0,2,4,0,11,5,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,3,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0
gaza war and hunger overshadow ramadan  dw news_output.json,1SDUpFTw7ms,20240310,771,0,6,3,5,1,0,0,0,0,3,2,1,12,1,5,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza war protests is this a rising student movement to be reckoned with  dw news_output.json,uZNW781wFXM,20240424,2065,0,5,3,0,3,0,0,4,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"gaza what are the biggest hurdles to vaccinating 640,000 children in a 3-day period  dw news_output.json",m5VzJ9-idQI,20240902,859,0,1,9,1,0,0,0,1,0,0,0,1,0,4,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaza who warns of potential polio outbreak  dw news_output.json,ELHgcce_-f8,20240724,779,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gaza's biggest hospital out of fuel situation 'dire and perilous'  dw news_output.json,YWM1O-7Xj-o,20231113,2840,0,17,18,16,1,0,0,5,9,2,4,0,9,3,1,0,1,3,42,1,2,3,3,0,4,1,0,2,0,0,1,0,1,0,3,3,1,8,0,0,1,1,2,0,1,1,0,0,0,0,0,4,1,1,0,0,0,17,3,3,0,2,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0
gazan journalist shares personal journey  dw news_output.json,Kbl3MtCVMD0,20231116,1253,0,5,8,5,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,0,1,1,0,0,0,0,1,0,0,1,3,0,0,2,2,1,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
gazans at 'breaking point' as israel expands ground assault  dw news_output.json,eq3B3bvdYl4,20231030,2788,0,16,18,8,3,2,0,9,9,7,6,2,12,10,2,0,0,3,8,13,2,2,3,1,0,0,1,0,0,0,0,2,1,0,1,7,0,2,4,0,2,13,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,5,5,0,1,4,1,0,0,0,0,0,1,4,0,0,0,0,0,0
gazans with health issues struggle amid war  dw news_output.json,hW7iR5iBfrQ,20231110,3311,0,33,25,16,17,0,0,0,13,0,2,3,15,3,2,0,0,6,26,6,15,5,1,1,4,6,2,1,0,2,0,1,0,0,0,0,0,2,1,0,2,6,0,0,0,0,0,0,3,0,0,4,1,3,0,0,1,0,0,0,12,2,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0
general petraeus raises concerns over potential escalation of the war  dw interview_output.json,IlqFJmKgkQ0,20240105,3077,0,10,5,11,10,1,0,0,5,0,0,1,4,2,0,0,0,0,2,1,0,2,3,2,3,4,1,1,0,2,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
genocide studies professor on gaza we may be seeing ethnic cleansing as we speak  dw news_output.json,uVbs-3av77E,20231114,2618,16,24,4,4,11,0,0,0,0,9,2,6,9,1,0,0,0,0,1,0,0,4,4,0,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,0,2,0,0,0,0
german chancellor slams palestinian president's silence on hamas attack i dw news_output.json,Qjvi1JD_OsE,20231012,1232,0,21,4,8,0,2,1,2,1,6,2,5,2,3,0,0,0,2,0,0,2,5,0,1,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"german chancellor urges israel's netanyahu for hostage deal, two-state solution  dw news_output.json",vc6olTfIb7o,20240317,1016,0,13,7,7,2,0,0,4,1,4,1,6,7,3,0,0,2,4,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
german fm baerbock israel has duty to protect palestinian civilians  dw news_output.json,eAmAomEt9qA,20240108,1364,0,9,14,3,5,0,0,2,0,13,2,10,8,3,1,0,0,0,8,2,6,3,1,0,6,0,1,1,0,6,0,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,1,0,1,3,2,0,1,0,1,0,1,1,0,0,0,0
german fm in middle east as israel faces increasing pressure  dw news_output.json,vXflBsxd6as,20240325,1704,0,17,19,4,1,0,0,5,3,8,2,4,5,3,11,0,6,1,0,2,8,1,0,0,0,0,0,2,0,1,6,0,0,0,5,5,0,0,2,0,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0
german foreign minister criticizes iran's actions against israel  dw shorts_output.json,wZy9nSnDeME,20240414,107,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"german president shows solidarity with israel, sympathy for gazans  dw news_output.json",mHnGNImxolI,20231127,701,0,10,4,6,1,0,0,2,0,2,0,3,2,2,0,0,0,1,1,0,3,3,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
german-israeli among hostage bodies recovered in gaza  dw news_output.json,keANY7X6oKI,20240517,499,0,4,2,3,0,0,0,0,4,0,0,0,8,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
"german-israeli hostage confirmed dead, with dozens still missing  dw news_output.json",0ty8qaFBK-k,20231030,2313,0,11,8,11,3,1,0,2,3,0,6,0,6,2,0,0,0,0,0,2,0,4,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,18,13,0,0,0,0,0,0,0,0,0,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
"germany 'supports israel's right to defend itself,' says vice chancellor  dw news_output.json",9uLG_9kDAQs,20231015,887,0,8,4,6,1,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,3,4,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0
germany atmosphere of fear and division prevails due to israel-hamas war  dw news_output.json,1jZDRjR7zck,20231103,1192,0,14,2,8,5,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"germany boosts aid for palestinians, calls for 'humanitarian pauses'  dw news_output.json",QSolxH97vhE,20231112,900,0,10,5,2,2,0,0,5,0,2,2,1,1,11,8,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
germany police clear pro-palestinian protest camp outside parliament building  dw news_output.json,QHw-qHongT0,20240426,689,0,2,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany sends frigate to help secure red sea  dw news_output.json,eZziwjKVn1E,20240208,915,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germany to resume aid to palestinians after unwra-israel report  dw news_output.json,oBXYkljqmKk,20240424,1163,0,3,5,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0
germany weighs in on south africa's 'genocide' case against israel at icj  dw news_output.json,Iuqh5sCASyE,20240113,658,10,11,2,2,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
germany's fm baerbock rejects calls for cease-fire in gaza  dw news_output.json,wuKAvpcUPDQ,20231121,5492,2,49,32,21,11,0,1,3,5,28,13,11,18,20,5,1,0,0,3,18,5,4,4,2,9,1,9,12,0,4,0,4,0,0,1,3,0,1,4,1,6,11,1,0,1,0,0,0,7,14,0,3,0,0,18,0,1,0,0,0,0,0,4,3,5,0,0,2,0,1,0,3,1,0,0,0,0
germany's foreign minister baerbock defends weapons deliveries to israel  dw news_output.json,OKjW2Ahd1fo,20240906,688,0,11,1,2,2,0,0,2,0,9,0,2,7,0,1,0,0,0,0,0,6,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
germany's parliament holds minute of silence for victims of hamas' terror attacks on israel_output.json,hh1ehe3GjTw,20231011,3709,0,42,11,20,2,6,1,10,1,7,4,6,12,6,0,0,0,3,0,6,5,9,2,2,5,1,14,12,0,0,1,10,0,0,2,3,1,0,1,0,8,10,0,0,0,0,0,2,2,2,1,1,1,2,2,0,0,2,0,0,0,0,1,1,1,2,0,1,0,1,0,0,3,0,0,0,0
germany’s scholz in washington for talks with us president joe biden  dw news_output.json,PdUFGWWh6Uw,20240209,986,0,5,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
getting humanitarian aid to gaza by sea cyprus has a plan  dw news_output.json,Uxmbq3ouoE8,20231119,1019,0,7,12,0,1,0,0,14,0,0,6,0,2,5,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
golan rocket strike how will israel respond  dw news_output.json,LAJNbrGeiYI,20240728,813,0,7,0,0,2,0,0,0,1,0,6,0,5,0,0,0,0,1,0,0,1,11,1,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
growing anger of relatives of hamas captives with israel's prime minister netanyahu  dw news_output.json,I8ZQHGcPYh8,20231206,1490,0,8,11,9,4,0,0,0,4,0,2,0,6,0,1,0,0,1,0,2,2,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
guterres responds to israel's criticism of security council speech  dw news_output.json,ofY1__7U4EE,20231025,2116,0,23,3,6,1,1,0,3,3,9,0,5,5,1,2,0,0,3,0,0,2,4,0,0,3,2,0,4,0,0,0,1,4,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,1,0,1,0,0,1,0,0,0,0
hamas authorities new israeli attacks kill dozens in rafah area  dw news_output.json,Ug1S32X1BZQ,20240528,2499,0,14,11,4,6,0,0,5,8,4,4,1,11,3,0,0,19,0,0,1,4,5,6,0,7,0,0,0,0,0,1,9,8,2,1,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,4,0,1,0,4,0,0,0,3,4,0,1,0,0,0,0
hamas claim to have killed one israeli hostage and injured two others  dw news_output.json,WUH4pgLAkuQ,20240812,683,0,2,3,4,0,1,0,0,2,0,0,1,3,0,3,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
hamas fires 'large rocket barrage' at tel aviv  dw news_output.json,kAZ5kg4c-l0,20240526,325,0,3,2,4,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
hamas leader assassinated in iran what we know so far  dw news_output.json,fkSdFgX7pXw,20240731,5315,0,52,21,51,15,31,0,0,21,2,3,7,8,0,4,0,0,5,0,3,2,16,19,15,0,9,2,2,0,0,0,5,0,0,0,1,0,1,4,3,0,7,1,0,0,0,0,2,0,0,0,9,2,0,0,0,6,0,0,0,1,0,3,0,3,3,0,2,0,0,1,0,1,0,0,0,0
hamas leader haniyeh says hamas is flexible in cease-fire negotiations  dw news_output.json,IGlBIACbkb8,20240228,927,0,9,13,10,4,0,0,5,1,2,0,2,4,5,1,0,0,2,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
