file_name,video_id,publish_date,total_word_count,..genocide,..Israel,..Gaza,..Hamas,..War,..Iran,..Palestine,..Aid,..Military,Palestinians..,Israelis..,..Palestinian,..Israeli,..Humanitarian,..Ceasefire,..Cease fire,..Rafa,..Netanyahu,..Hospital,..Child,..Minister,..Attack,..Kill,..Hezbollah,..Civilian,..Lebanon,..Terrorist,..Terror,..Westbank,..West bank,..Egypt,..Support,..Biden,..Court,..Food,..Water,..Electricity,..Health,..Negotiation,..Militia,..Family,..Hostage,..Refugee,..Protest,..Islamic,..unra,..Unrwa,..Diplomatic,..Jewish,..Suffering,..Casualty,..Death,..Militant,..Soldier,..Human,..Prisoner,..Escalation,..Fuel,..Supply,Supplies..,..idf,..Displace,..UN,..Israeli Government,..October 7th,..United states,..Evacuate corridor,..Terror attack,..Release hostage,..United Nations,..Israeli military,..Human right,..defend itself,..Self-defence,..Self-defense,..self defense,..self defence
israel we'll respond 'in a way and time that suits us'  dw news_output.json,Zczwmx0JONA,20240415,3766,0,59,9,3,24,53,0,0,7,3,4,2,15,1,1,0,0,4,0,0,3,26,1,1,0,2,1,0,0,0,0,8,4,0,0,0,0,0,0,1,0,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,1,4,1,1,2,0,0,0,2,0,0,0,0,0,0,0
israel widens evacuation orders in southern gaza  dw news_output.json,Feeqsq8E3OE,20231210,761,0,5,9,4,4,0,1,1,3,4,0,1,3,1,0,0,1,0,1,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
israel widens offensive as gazans cram into ever smaller area  dw news_output.json,02UMlRn7Rsg,20231230,1626,0,15,17,13,1,0,0,0,3,2,0,1,6,3,0,0,5,1,7,3,3,2,1,0,3,0,0,1,0,0,0,1,0,6,3,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0
israel withdraws from gaza's al-shifa hospital as thousands demand netanyahu resign  dw news_output.json,qVvPx4CEWNQ,20240401,2718,2,18,16,9,13,0,0,0,6,3,8,5,11,0,3,0,1,17,15,1,5,4,4,0,3,0,3,1,0,0,0,4,0,1,0,0,0,7,3,0,2,10,0,11,2,0,0,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,2,0,0,0,0,0,0
israel's army chief says gaza war to last 'many more months'   dw news_output.json,PzNGmYirftU,20231227,1432,0,17,27,3,11,3,1,8,2,4,1,2,9,6,2,0,0,2,1,0,4,3,1,1,1,1,0,0,0,0,1,6,0,0,1,2,0,1,0,2,0,1,3,0,0,0,0,0,0,1,0,2,0,0,3,0,1,2,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0
israel's defense minister presents 'vision' for gaza  dw news_output.json,8sCiKqZzZdw,20240105,1186,0,11,23,8,9,0,0,1,3,6,2,4,9,1,0,0,0,0,0,0,8,2,3,0,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0
israel's rafah offensive puts relationship with egypt at worst since '70s  dw news_output.json,GCth901nvCc,20240515,1965,2,41,21,3,2,0,0,8,1,0,4,4,5,0,0,0,22,0,0,0,1,1,0,0,1,0,0,0,0,0,27,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
"israel, hamas close to reaching hostage release deal  dw news_output.json",Ob29-6FP1LM,20231121,4332,0,25,24,29,8,0,0,9,2,4,4,12,13,9,15,0,0,9,6,4,3,1,1,0,5,0,0,1,0,0,3,0,1,3,4,1,0,3,4,0,6,37,0,2,0,0,0,0,0,3,0,1,3,3,1,6,0,8,1,1,2,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0
"israel, hezbollah exchange barrage of missiles across lebanon border  dw news_output.json",tRw5nzED8Vc,20240825,1988,0,31,2,1,5,2,0,0,5,0,1,0,11,0,2,0,0,2,0,0,2,15,1,8,1,11,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"israel, qatar say deal with hamas to release hostages is close  dw news_output.json",DKDBA7k8pIE,20231119,858,0,5,6,6,2,0,0,1,2,0,0,1,4,1,2,0,0,1,7,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"israel-gaza latest hamas reports 160+ gazans killed, plus christmas cancelled in bethlehem_output.json",LQBDmU88yhk,20231224,1054,0,13,12,5,3,0,0,0,1,1,0,1,9,0,1,0,0,2,1,3,1,1,4,0,0,0,2,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israel-hamas cease-fire negotiations what's on the table  dw news_output.json,LTs0TD86XZY,20240304,756,0,9,3,9,4,0,0,1,0,5,2,2,6,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
israel-hamas cease-fire talks continue in cairo  dw news_output.json,r3DVBUEeNHI,20240213,1886,0,19,14,6,2,0,0,2,3,3,6,8,4,2,0,0,14,0,0,0,3,5,2,0,3,0,1,1,0,0,4,0,1,0,1,0,0,1,7,0,0,2,4,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,2,0,0,0,0,4,0,1,0,1,0,0,2,0,0,0,0
israel-hamas cease-fire talks drag on without breakthrough  dw news_output.json,ZpUdpIVQUes,20240411,729,0,4,7,17,1,0,0,0,2,2,0,1,8,0,6,0,0,0,0,2,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
israel-hamas has the war in gaza entered a new phase  dw news_output.json,pHzWANTg5Do,20231103,2330,0,26,27,13,7,3,0,1,7,3,1,1,10,4,2,0,1,0,4,3,0,4,5,1,4,0,2,2,0,4,1,4,0,0,1,1,0,2,0,0,2,3,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,5,0,0,4,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
israel-hamas war diplomatic efforts continue for gaza ceasefire  dw news_output.json,mkZQLqyctbE,20240131,813,0,10,6,10,1,1,0,0,3,3,0,5,8,0,3,0,0,2,6,0,2,2,3,0,3,0,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
israel-hamas war gaza reports many dead in hospital strike  dw news_output.json,C1YxYTzxNaM,20231017,901,0,1,10,1,0,0,0,0,2,0,0,3,3,3,0,0,0,0,13,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
israel-hamas war hundreds more foreign citizens leave gaza  dw news_output.json,vUW-bjI_fYE,20231102,1393,0,8,12,4,2,0,0,6,5,11,2,1,5,0,0,0,2,0,1,1,0,2,2,0,0,0,1,0,0,7,4,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
israel-hamas war latest idf troops target gaza city underground tunnels  dw news_output.json,v5nJUm_S2XE,20231108,1750,0,8,18,16,5,0,0,0,4,2,6,0,10,0,3,0,0,2,2,0,3,2,3,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,1,2,0,0,2,0,1,3,0,0,0,0,0,0
israel-hamas war people in gaza endure israeli attacks as they wait for aid  dw news_output.json,PqR1IFz5da8,20231020,2680,0,19,20,16,3,0,0,8,1,3,8,4,8,9,0,0,3,0,1,2,1,0,6,3,2,2,2,1,0,0,4,0,0,0,3,4,0,1,0,0,0,7,2,0,2,1,0,0,0,0,1,0,0,2,3,0,0,3,10,10,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
israel-hamas war strikes continue as palestinian death toll mounts  dw news_output.json,2UsWYOySpaE,20231203,1729,0,11,15,9,3,0,0,1,4,2,6,4,10,3,12,0,0,1,6,2,3,0,0,0,2,0,1,1,0,0,1,3,0,0,1,0,0,2,2,0,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"israel-hamas war truce extended, hamas releases fifth group of hostages  dw news_output.json",DqjYVpFDT7A,20231130,2856,0,14,14,37,1,3,0,0,5,12,3,17,17,0,2,0,1,0,1,3,0,5,6,0,0,0,4,2,0,2,0,5,0,0,4,1,1,2,9,0,4,24,0,0,6,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0
israel-hamas war two us hostages released by hamas  dw news_output.json,5XBKuPfL38U,20231020,665,0,5,7,13,0,0,0,0,5,0,0,0,4,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
israel-hamas war us vetoes resulotion for gaza cease-fire  dw news_output.json,80x3D2cyMkM,20240220,1649,0,6,6,10,6,0,0,0,1,0,0,0,3,1,6,0,0,0,0,3,0,5,2,0,2,0,1,3,0,0,0,1,3,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0
israel-hamas war what is israel's political objective in gaza  dw news_output.json,nq_qFO-laps,20231203,1189,0,14,6,11,3,0,0,1,9,4,2,2,2,0,4,0,0,2,2,0,1,0,4,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israel-hamas war what to expect in 2024  dw news_output.json,TWe4WD7gRmg,20240101,1760,0,18,18,6,12,2,0,0,10,5,7,2,10,0,0,0,0,2,0,0,4,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1,2,0,1,0,0,3,0,0,0,0,0,0
israel-hezbollah cross-border strikes how to avoid all-out war  dw news_output.json,Kw3kJexNRos,20240825,2073,0,23,1,3,5,6,0,0,9,0,0,0,6,0,1,0,0,0,0,0,1,22,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
israeli activists stage protest at unrwa offices  dw news_output.json,2L5baeKhENc,20240320,756,0,5,1,2,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0
israeli airstrike hits mosque compound in west bank refugee camp  dw news_output.json,p9RQUDqsMN8,20231023,232,0,4,1,2,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israeli airstrike kills three sons of hamas chief ismail haniyeh  dw news_output.json,XSu9tUFY9ug,20240411,801,0,9,9,9,6,2,0,1,4,2,0,1,5,1,1,0,1,2,0,1,2,3,3,0,1,0,0,1,0,1,0,0,1,0,3,1,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
israeli airstrike on vehicle in occupied west bank kills a hamas commander  dw news_output.json,upFEpXLRaSY,20240803,1276,0,10,4,7,7,2,0,0,3,0,2,0,15,0,1,0,0,0,0,0,1,5,4,2,2,7,1,0,0,2,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
israeli airstrikes that killed seven aid workers in gaza deemed 'unacceptable'  dw news_output.json,PG5vWrMHrRc,20240403,954,0,9,4,0,3,2,0,6,7,0,0,0,3,6,1,0,0,0,0,0,1,4,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israeli ambassador to dw 'this war is not against the palestinian people'  dw news_output.json,o7HRmNkuaI4,20231018,1419,0,17,12,19,5,0,0,2,0,0,0,10,0,5,0,0,0,0,4,0,0,2,1,0,8,0,2,3,0,0,0,8,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
israeli army says it has encircled khan younis  dw news_output.json,lpClW9FQ9uY,20240125,1064,0,5,10,2,0,0,0,2,0,2,0,2,3,3,0,0,2,0,7,0,0,2,3,0,2,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0
israeli calls for political change get louder  dw news_output.json,QGFQjevHvC8,20240212,448,0,7,4,3,5,0,0,0,0,0,3,0,1,0,0,0,0,3,0,1,2,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
israeli court shuts down nationwide labor strike  dw news_output.json,Cu5AvAvE8dA,20240902,1306,0,12,9,7,2,0,0,0,3,1,0,2,8,0,1,0,0,3,1,0,0,2,3,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0,0,2,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
israeli ex-intelligence chief we see only our narrative_output.json,,,3612,0,19,10,18,10,0,0,0,16,21,27,13,6,5,0,0,0,0,0,2,6,1,7,0,7,0,0,2,0,3,0,2,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,2,15,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
israeli ex-pm olmert hamas is the enemy of all moderate arab countries  dw news_output.json,XbdJHMjdV4Q,20231121,1824,0,18,10,9,4,0,0,0,6,12,6,5,10,1,1,0,0,0,6,0,1,1,2,0,3,2,3,1,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0
israeli forces announce plan to advance towards rafah  dw news_output.json,CqSC6JnaNhU,20240202,912,0,5,5,6,0,0,0,1,2,2,2,0,6,1,3,0,9,0,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
israeli forces battle hamas inside khan younis  dw analysis_output.json,sRCqSM0ZpUg,20231207,2089,0,9,24,8,4,0,0,16,2,1,0,1,2,4,1,0,1,0,1,9,3,1,1,0,8,0,2,0,0,0,0,2,0,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,1,2,1,0,0,6,0,2,1,0,0,0,1,1,0,0,0,0,0,0
israeli forces rescue two hostages during rafah raid  dw news_output.json,locxUq3-x2M,20240213,1711,0,11,6,20,2,0,0,0,8,7,0,1,10,0,1,0,8,1,3,0,0,1,3,0,7,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,7,22,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
israeli forces storm main hospital in southern gaza  dw news_output.json,5KS_pq4oJck,20240215,1026,0,16,7,6,1,1,0,2,2,1,0,1,7,1,0,0,5,0,14,1,1,5,6,4,4,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,2,1,3,0,1,0,0,2,1,1,1,0,0,0,0,0,0
israeli forces take control of the rafah border crossing as cease-fire efforts continue  dw news_output.json,sdO-kRVF-dQ,20240507,979,0,4,9,6,1,0,0,3,1,3,0,1,9,5,4,0,10,0,0,2,0,1,0,0,0,0,1,0,0,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israeli human rights organization palestinian detainees 'systematically tortured' in israel's jails_output.json,ZxGvUolnjXs,20240814,2144,0,17,8,3,2,0,0,0,7,13,0,12,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,12,13,0,1,0,0,1,0,0,2,1,1,0,2,0,0,3,12,0,0,0,0,0
israeli jets strike houthi targets in yemen after drone attack on tel aviv  dw news_output.json,HeuTMhYHFxA,20240720,501,0,6,0,0,1,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
israeli military 'waiting for green light'  dw news_output.json,LP9WHVfho9U,20231015,2719,0,24,29,27,4,0,0,2,9,2,3,4,14,2,0,0,0,0,0,0,1,9,9,1,8,2,5,2,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,1,4,4,7,1,2,0,0,0,0,0,8,0,1,2,1,1,0,2,0,1,4,1,0,0,0,0,0
israeli military confirms flooding of hamas tunnels in gaza  dw news_output.json,a65xh3gPLg8,20240131,847,0,1,3,10,4,0,0,0,2,0,2,0,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
israeli military intelligence chief haliva resigns over hamas october 7 attacks  dw news_output.json,_mwyv8krjMM,20240422,1540,0,9,6,3,1,0,0,0,10,3,0,3,7,0,0,0,0,2,5,0,3,10,5,0,1,1,2,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
israeli military intensifies airstrikes and ground assault on khan younis  dw news_output.json,VQokZPdMp58,20231211,1070,0,13,6,16,7,0,0,0,2,1,0,4,4,4,6,0,2,1,4,2,3,2,4,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,4,9,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
israeli military rescues four hostages in gaza  dw news_output.json,ZGhRoMhsPfU,20240608,1181,0,7,12,3,5,0,0,0,6,1,4,1,8,0,1,0,0,2,8,0,4,1,3,0,2,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,4,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
israeli military says it has 'completely encircled' gaza city  dw news_output.json,lBk-ZPUzZl0,20231103,2239,0,8,23,5,10,0,0,2,0,15,0,7,11,1,0,0,2,1,4,3,1,4,7,0,4,0,2,1,0,8,3,1,2,0,2,9,0,3,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,3,1,1,3,0,1,0,1,0,0,1,0,0,0,0
israeli military's deadliest day in gaza war  dw news_output.json,NYBO4GEcpY0,20240123,1729,0,12,12,6,7,0,0,0,5,0,1,0,11,0,0,0,0,3,9,0,3,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,4,2,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"israeli military, netanyahu government at odds over 'tactical pauses'  dw news_output.json",RkphW70WucI,20240617,1968,0,8,29,2,2,0,0,27,8,4,0,2,7,6,4,0,2,3,1,1,3,1,4,0,2,0,0,0,0,0,0,0,2,0,4,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
israeli military’s top legal official defends israeli actions after rafah strike  dw news_output.json,6XfAbXE-nFA,20240527,69,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
israeli minister quits coalition after netanyahu doesn't include him in war cabinet  dw news_output.json,lNpe1MvCJl4,20240325,664,0,0,4,1,7,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,3,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
israeli opposition calls for strike to force government to reach hostage deal  dw news_output.json,jNsv89je2JM,20240901,1062,0,7,1,9,0,0,0,0,1,0,2,0,8,0,0,0,2,2,0,0,5,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
israeli pm netanyahu and german chancellor scholz hold press conference in tel aviv  dw news_output.json,e6MS8EaJDxM,20231017,2488,0,28,14,15,5,0,0,2,3,0,1,1,6,4,0,0,0,4,1,2,9,4,0,0,17,0,1,2,0,0,3,4,0,0,1,1,0,0,0,0,2,12,0,0,0,0,0,0,3,3,1,0,3,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
israeli police clash with angry anti-netanyahu protesters  dw news_output.json,SvVHDhNDalY,20240211,1060,0,3,5,6,10,0,0,0,2,0,1,1,6,0,0,0,0,5,0,1,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,7,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
israeli police clash with anti-government protesters in tel aviv  dw news_output.json,C1LODQglFEQ,20240128,778,0,2,5,5,6,0,0,1,0,0,6,1,3,0,1,0,0,3,0,0,3,3,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
israeli prime minister benjamin netanyahu visits washington amid strained relations  dw news_output.json,VXmKyFXSS4s,20240723,1415,0,13,12,3,5,0,0,0,1,1,1,1,9,2,4,0,1,11,2,1,4,1,1,0,1,0,0,0,0,0,0,5,8,0,0,0,0,1,0,0,3,9,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
israeli protesters block aid to gaza as starvation looms  dw news_output.json,CKY0yf31QlM,20240219,1267,0,3,12,4,0,0,0,13,1,0,0,1,10,3,0,0,6,0,2,0,0,0,0,0,3,0,0,1,0,1,2,3,0,0,4,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"israeli raids al-shifa hospital, warns gazans to evacuate  dw news_output.json",c-YtlSWKQJc,20240318,948,0,7,11,5,1,0,0,2,2,2,0,3,3,2,0,0,4,3,15,0,3,1,1,0,4,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
israeli raids have freed 3 hostages in 4 months is the war working  dw news_output.json,Bxm9eB43iVc,20240212,2219,0,8,19,11,2,0,0,9,1,10,0,4,7,7,2,0,14,0,4,0,0,2,1,0,13,0,3,2,0,0,0,1,0,0,1,2,0,0,1,0,5,10,2,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,2,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
israeli recounts phone call with her sons as hamas captured them  dw news_output.json,WWf_FqsjuA0,20231023,1356,0,2,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
israeli strike kills senior hamas ally in lebanon  dw news_output.json,bNRMb1tpq_8,20240622,883,0,7,1,2,15,1,1,1,2,0,2,0,4,0,1,0,0,0,0,0,0,1,1,5,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
israeli strikes on gaza continue as peace talks stall  dw news_output.json,80SFN3DZ2Kw,20240822,1233,0,11,15,14,7,1,0,0,9,4,0,6,10,0,6,0,0,6,0,1,1,5,2,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,3,0,4,4,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,0,0,0,0,0
